str_no_string|NO STRING!
str_you_speak_of_unifying_calradia_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant|당신은 스스로 이 땅을 통합할 능력이 있다 말했소. 당신은 확실히 이 땅에 있는 오만한 왕들의 콧대를 꺾을 수 있었소, 그리고 나는 그런 당신에게 있어 내가 충직한 봉신으로 기억되기를 원하고 있소.
str_you_speak_of_unifying_calradia_but_you_are_weak_and_i_think_that_you_will_remain_weak|당신은 스스로 이 땅을 통합할 능력이 있다 말했소. 그러나 당신에게 그런 힘이 있소? 내가 보기에는 앞으로도 당신에게 그런 힘이 생길 거라고는 생각하지 않소만.
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me|당신은 스스로 정당한 왕위를 가질 자격이 있다고 말했소. 비록 내가 왕의 정통성보다는 그가 정당하게 통치할 것인지에 더 관심이 있기는 하지만, 당신은 왕위에 올라도 나쁘지 않을 것 같소. 어찌 되었든, 당신의 말은 나에게 충분한 감명을 주었소.
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me|당신은 스스로 정당한 왕위를 가질 자격이 있다고 말했소. 허나, 당신의 그 주장은 나에게는 아무런 설득력이 없소.
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate|당신은 평민들을 보호할 것이라고 말했소. 나는 그 생각이 내 마음에 드오, 내 소작농들은 운이 좋은 편이라 생각하지만, 다른 영지의 소작농들은 그렇게 유쾌하지만은 않은 삶을 살아간다 들었소.
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down|당신은 평민들을 보호할 것이라고 말했소. 나는 전적으로 당신의 생각에 동의하오, 그리고 당신에게 부탁하겠소. --  당신이 당신 스스로의 백성들에게 지키지 못할 약속을 하지 않겠다고 말이오. 당신이 그 약속을 어기게 된다면, 그 백성들은 하루 아침에 반역자가 되어 당신에게 쫓기게 되는 가슴 아픈 일이 일어날 테니.
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind|당신은 우리의 오래된 권리를 지지할 것이라 말했소. 음, 그건 좋은 말이라고 생각하오. 그러나, 나는 알고 있소 -- 영주들의 권리는 영주 스스로가 증명해야만 한다는 것을, 보통 백성들은 그들의 왕이 자신들을 아끼고 지켜주기만을 바라고 있을 것이오.
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary|당신은 나에게 영지를 준다 말했소. 당신의 제안은 고맙소만, 사실, 그런 것들은 나에게는 별로 필요가 없소.
str_you_speak_of_unifying_calradia_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler|당신은 스스로 이 땅을 통합할 능력이 있다 말했소. 음, 아마 당신은 무력으로 이 땅을 통일할 수 있을 것이오. 허나, 당신이 좋은 통치자인가 묻는다면, 그에 대한 내 대답은 솔직히 의심스럽소.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished|당신은 스스로 이 땅을 통합할 능력이 있다 말했소. 왕은 능력 이외에도 왕국을 혼란하지 않게 할 정통성과 자질, 그리고 힘을 모두 갖추어야만 하지. 그리고 당신이 가진 왕에 대한 자질은 어느 누구보다도 훌륭하오.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong|당신은 스스로 이 땅을 통합할 능력이 있다 말했소. 왕은 능력 이외에도 왕국을 혼란하지 않게 할 정통성과 자질, 그리고 힘을 모두 갖추어야만 하지. 그리고 당신이 가진 왕에 대한 자질에 대해 나에게 묻는다면 솔직히 뭐라 말해야 될 지 모르겠소.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|당신은 우리의 오래된 권리를 지지할 것이라 말했소. 비록 정통성 없이 부정한 방법으로 왕위를 차지한 왕에 대해서 걱정스럽지만, 봉신들의 권리를 존중하는 것은 왕으로서의 자질 중 가장 우선되어야 할 것이오.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|당신은 우리의 오래된 권리를 지지할 것이라 말했소. 봉신들의 권리를 존중하는 것은 왕으로서의 자질 중 가장 우선되어야 할 것이오. 하지만, 나는 당신이 정말 그 약속을 지킬 것인지 의문스럽소.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|당신은 평민들을 보호할 것이라고 말했소. 나는 그의 백성들의 권리를 존중하는 왕을 섬기는 것이 기쁠 것이오, 비록 정통성 없이 부정한 방법으로 왕위를 차지한 왕에 대해서는 걱정스러움을 감출 수 없겠지만.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|당신은 평민들을 보호할 것이라고 말했소. 나는 그의 백성들의 권리를 존중하는 왕을 섬기는 것이 기쁠 것이오. 하지만, 나는 당신이 정말 그 약속을 지킬 것인지 의문스럽소.
str_i_am_not_swayed_by_promises_of_reward|나는 당신이 보상을 약속한다 해도 내 마음은 변함 없을 것이오.
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_to_the_realm_and_i_believe_that_you_are_strong_enough_to_do_so|당신은 스스로 이 땅을 통합할 능력이 있다 말했소. 왕국에 평화를 가져오는 것은 좋은 일이오. 그리고 나는 당신이 그걸 할 수 있을 만한 능력이 있다고 믿고 있소.
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_the_realm_but_with_your_kingdom_in_its_current_state_i_worry_that_you_are_just_bringing_more_discord|당신은 스스로 이 땅을 통합할 능력이 있다 말했소. 물론, 왕국에 평화를 가져오는 것은 좋은 일이오. 그러나 현재 당신의 능력으로는 단지 더 많은 혼란만을 야기할 것 같아 걱정되오.
str_my_s11_s15|나의 {s11} {s15}
str_my_s11_s18|나의 {s11} {s18}
str_the_socalled_s11_s18|소위 {s11} {s18}
str_s18_would_cheat_me_of_my_inheritance_by_heaven_i_know_my_rights_and_im_not_going_to_back_down|{s18}은(는) 나에게서 상속권을 빼앗으려 하고 있소. 상속권은 맹세코 나의 것이오, 나는 절대로 물러서지 않을 것이오.
str_s18_once_questioned_my_honour_and_my_bravery_i_long_for_the_day_when_i_can_meet_him_in_battle_and_make_him_retract_his_statement|{s18}은(는) 나의 용기와 명예를 의심하고 있소. 나는 언제라도 그와 한번 전장에서 만나게 될 날을 기다리고 있소, 그리고 그 스스로가 한 말이 거짓이라는 것을 증명할 것이오.
str_s18_once_questioned_my_judgment_in_battle_by_heaven_would_he_have_us_shirk_our_duty_to_smite_our_sovereigns_foes|{s18}은(는) 내가 전장에서 내렸던 결정에 이의를 제기한 적이 있소. 맹세컨데, 나는 그가 우리 왕국의 적을 물리치는 데 방해가 될 것이라고 확신하오.
str_s18_seems_to_think_he_has_the_right_to_some_of_my_property_well_he_does_not|{s18}은(는) 마치 그가 내 재산 중 일부분을 가질 권리가 있다고 생각하는 모양이오. 그리고 그의 생각은 틀린 것이오.
str_s18_once_took_something_i_said_amiss_stubborn_bastard_wont_give_it_up_and_keeps_trying_to_get_me_to_recant_my_words|{s18}은(는) 내가 전에 말한 걸 오해해서 불쾌하게 받아들이더군. 그 자는 스스로 오해했다 인정하지 않고 끊임없이 내가 그 말을 철회하게 만들려고 하고 있소.
str_s18_is_a_crafty_weasel_and_i_dont_trust_him_one_bit|{s18}은(는) 교활한 여우같은 자식이오, 나는 그를 조금도 믿지 않소.
str_s18_i_despite_him_he_puts_on_such_a_nauseating_display_of_virtue_and_thinks_nothing_of_insulting_his_betters|{s18}? 나는 그를 경멸하오. 그는 꼴도 보기 싫은 그의 장점들을 과시하고, 내가 그보다 뛰어난 부분에 대해서는 아무 생각 없이 모욕을 하곤 하오.
str_s18_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it|{s18}은(는) 나랑 아는 사이였는데, 요즘은 나를 피해다니더군.
str_s18_once_ran_an_errand_for_me_and_now_thinks_i_owe_him_something_i_owe_his_ilk_nothing|{s18}은(는) 언제 한번 내 일을 대신 처리해준 적이 있는데, 그 후로 내가 그에게 무슨 빚이라도 진 것처럼 여긴다오. 나는 그에게 신세진 게 아무것도 없는데도 말이지.
str_s18_is_soft_and_weak_and_not_fit_to_govern_a_fief_and_i_have_always_detested_him|{s18}은(는) 서투르고 연약하오, 그는 영지를 운영할 능력이 없는 사람이오, 그리고 나는 언제나 그를 경멸해 왔소.
str_s18_is_a_quarrelsome_oaf_and_a_liability_in_my_opinion_and_ive_let_him_know_as_much|{s18}에 대한 내 판단은 싸우기 좋아하는 멍청이에 모자란 놈이라는 거요, 그리고 나는 그에 대해 누구보다도 잘 알고 있소.
str_s18_i_am_sorry_to_say_is_far_too_softhearted_a_man_to_be_given_any_kind_of_responsibility_his_chivalry_will_allow_the_enemy_to_flee_to_fight_another_day_and_will_cost_the_lives_of_my_own_faithful_men|{s18}, 이런 말을 하게 되어 유감이긴 한데, 그 자는 너무 동정심이 강해서 어떠한 책임감도 동정심 앞에서는 가차없이 버리곤 하오. 그는 기사도를 지키기 위해 적들이 다음을 기약하며 도망가는 걸 용인할 것이고, 그의 그런 행위는 나의 충성스런 부하들의 목숨을 위협하게 될 것이오.
str_s18_seems_to_have_something_against_me_for_some_reason_i_dont_like_to_talk_ill_of_people_but_i_think_hes_can_be_a_bit_of_a_cad_sometimes|{s18}은(는) 나에 대해 불만이 있는 것 같소, 분명 어떤 이유가 있는 것 같은데. 나는 사람들을 뒤에서 욕하는 걸 좋아하지 않소, 그러나 나는 그가 가끔 비열하다고 느끼고 있소. 아주 가끔 말이오.
str_s18_has_always_treated_me_contemptuously_although_i_have_done_him_no_wrong|{s18}은(는) 언제나 나를 경멸하듯이 대해 왔소, 나는 그에게 무언가 잘못한 적이 한 번도 없는데 말이오.
str_s18_is_thoroughly_dishonorable_and_a_compulsive_spinner_of_intrigues_which_i_fear_will_drag_us_into_wars_or_incite_rebellions|{s18}은(는) 완전히 망신거리라오, 그는 끊임없이 강박적으로 음모를 꾸며대고 있는데, 나는 그의 음모가 우리를 전쟁으로 끌어들이거나 반란군을 선동하지는 않을까 걱정이오.
str_s18_disappoints_me_i_once_scolded_for_his_rashness_in_battle_and_he_took_offense_i_do_not_care_to_apologize_for_my_efforts_to_save_his_life_and_the_lives_of_his_men|{s18}은(는) 언제나 나를 실망시키곤 하오. 나는 한 전투에서 그의 경솔함을 나무란 적이 있는데, 그는 짜증을 내더군. 나는 그와 그의 부하들 목숨을 살려주기 위해 했던 말에 대해 사과할 마음은 추호도 없소.
str_s18_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble_by_doing_so_he_disgraces_us_all|{s18}은(는) 귀족이라는 신분이 가진 의무에 걸맞지 않는 방탕한 생활을 하고 있소. 그의 그런 행동은 우리 모두의 명예에 먹칠을 하고 있소.
str_s18_has_been_speaking_ill_of_me_behind_my_back_or_so_they_say|{s18}은(는) 내 뒤에서 내 욕을 하고 다니고 있소, 적어도 다른 사람들은 그렇다고 말하고 있지.
str_s18_is_a_disgrace_reg3shehe_consorts_with_merchants_lends_money_at_interest_uses_coarse_language_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_reg3herhim|{s18}은(는) 수치스러운 자요. {reg3?그녀:그}은(는) 상인들과 어울려 대며 돈을 빌려주고 이자를 받는가 하면, 저급한 언어를 사용하기까지 하고 있소, 그리고 {reg3?그녀:그}에게 수여된 명예로운 직위에 맞는 예절을 지킬 생각이 전혀 없는 것 같소.
str_s18_has_condemned_me_for_engaging_in_commerce_what_could_possibly_be_wrong_with_that|{s18}은(는) 내가 상거래에 관여한 것에 대해 나에게 비난을 마구 퍼붓더군. 대체 그게 무슨 잘못이라도 되는 건가?
str_s18_i_have_heard_has_been_encouraging_seditious_ideas_among_the_peasantry__a_foolish_move_which_endangers_us_all|{s18}, 내가 들은 이야기인데, 그 자는 농노들이 위험한 생각을 품도록 선동해왔다고 들었소. -- 그건 우리 모두를 위험에 빠지게 할 멍청한 생각이오.
str_s18_has_called_me_out_for_the_way_i_deal_with_my_tenants_well_so_be_it_if_i_teach_them_that_they_are_the_equal_of_anyone_with_socalled_gentle_blood_what_is_it_to_reg3herhim|{s18}은(는) 나에게 농노들을 좀 더 인간적으로 대우하라고 이야기하더군. 음, 좋소, 내가 내 농노들에게 사실 그들이 자칭 '점잖은' 혈통이라는 자들과 평등한 거라고 가르치고 있다 칩시다, 그렇게 한다고 해서, 그게 대체 {reg3?그:그녀}와 무슨 상관이 있는 거요?
str_a_most_gallant_gentleman_who_knows_how_to_treat_a_lady|어떻게 숙녀를 대하는지 아는 사람이 가장 정중한 신사죠.
str_a_base_cad|아주 비열한 인간
str_a_man_who_treats_me_as_his_equal_which_is_rare|나와 그를 동등하게 대해주는 남자는 드문 경우입니다.
str_appears_to_value_me_with_his_estate_and_his_horse_as_prizes_worth_having|나의 가치는 그의 재산과 말의 가치에 따라 나타납니다.
str_a_bit_dull_but_what_can_you_expect|이빨이 조금 무디군, 하지만 당신이 무엇을 기대할 수 있을지...
str_the_man_whom_destiny_intends_for_me|그 사람은 나를 위해 운명을 바칠 사람입니다.
str_is_not_right_for_me__i_cannot_say_why_but_he_makes_my_skin_crawl|은(는) 나와 맞지 않는 사람이이에요. - 저는 정확한 이유는 알지 못하겠어요, 하지만 그는 나를 소름끼치게 만들어요.
str_is_a_man_who_clearly_intends_to_make_his_mark_in_the_world|은(는) 확실히 세상에 자신의 행적을 남길 것 같은 사람이에요.
str_is_a_layabout_a_naif_prey_for_others_who_are_cleverer_than_he|은(는) 문외한이고, 자신보다 똑똑한 사람을 위해 기도하는 세상 물정을 모르는 사람이에요.
str_is_a_man_of_stalwart_character|은(는) 충실한 성격을 가진 사람으로 보인다.
str_appears_to_be_a_man_of_low_morals|낮은 도덕 관념을 가진 사람으로 보인다.
str_appears_to_be_a_man_who_lacks_selfdiscipline|자기 수양이 부족한 사람으로 보인다.
str_bandits_attacked_a_party_on_the_roads_so_a_bounty_is_probably_available|산적이 이동 중인 한 부대를 공격했소. 그래서 아마 현상금이 붙었을 것이오.
str_total_additions_reg4|총 추가분: {reg4}
str_total_subtractions_reg4|총 공제분: {reg4}
str_s11_relocates_to_s10|{s11} 은 {s10}으로 이적했습니다.
str__i_must_attend_to_this_matter_before_i_worry_about_the_affairs_of_the_realm| 나는 왕국의 일을 걱정하기 전에 이 문제에 먼저 관심을 가져야하오.
str_the_other_matter_took_precedence|다른 문제가 우선이오.
str_i_cannot_leave_this_fortress_now_as_it_is_under_siege|이 요새가 포위되어 있어 지금 나는 이 요새를 떠날 수 없소.
str_after_all_we_are_under_siege|결국, 우리는 포위되었소.
str_we_are_not_strong_enough_to_face_the_enemy_out_in_the_open|우리는 야전에서 적을 상대할 만큼 충분히 강하지 않소.
str_i_should_probably_seek_shelter_behind_some_stout_walls|내가 튼튼한 벽을 가진 은신처를 찾아보겠소.
str_enemies_are_reported_to_be_nearby_and_we_should_stand_ready_to_either_man_the_walls_or_sortie_out_to_do_battle|적들이 근처에 있다고 보고받았소. 그리고 우리는 출격하여 전투를 할 준비가 되었소.
str_the_enemy_is_nearby|적들이 근처에 있소.
str_as_the_marshall_i_am_assembling_the_army_of_the_realm|총사령관으로서, 나는 왕국의 군대를 이끌고 있소.
str_as_the_marshall_i_am_assembling_the_army_of_the_realm_and_travel_to_lands_near_s10_to_inform_more_vassals|총사령관으로서, 나는 왕국의 군대를 이끌고 있소. 나는 지금 봉신들과 함께 {s10}으로 가고 있는 중이오.
str_i_intend_to_assemble_the_army_of_the_realm|나는 왕국의 군대를 소집할 생각이오.
str_as_the_marshall_i_am_leading_the_siege|총사령관으로서, 나는 공성을 지휘하고 있소.
str_i_intend_to_begin_the_siege|나는 공성을 시작할 생각이오.
str_as_the_marshall_i_am_leading_our_raid|총사령관으로서, 나는 습격을 지휘하고 있소
str_i_intend_to_start_our_raid|나는 습격을 시작할 생각이오.
str_as_the_marshall_i_am_leading_our_forces_in_search_of_the_enemy|총사령관으로서, 나는 정찰을 지휘할 생각이오.
str_i_intend_to_lead_our_forces_out_to_find_the_enemy|나는 정찰을 시작할 생각이오.
str_as_the_marshall_i_am_leading_our_forces_to_engage_the_enemy_in_battle|총사령관으로서, 나는 적과의 교전에서 지휘를 하고 있소.
str_i_intend_to_lead_our_forces_out_to_engage_the_enemy|나는 적과 교전하는 것을 지휘할 생각이오.
str_i_dont_have_enough_troops_and_i_need_to_get_some_more|나는 충분한 군대를 가지고 있지 않소, 그래서 좀 더 병력을 모을 필요가 있소.
str_i_am_running_low_on_troops|나는 적은 군대를 운영하고 있소.
str_we_are_following_your_direction|우리는 당신의 명령의 따르오.
str_i_need_to_make_preparations_for_your_wedding|나는 당신의 결혼식 준비를 해야 하오.
str_after_all_i_need_to_make_preparations_for_your_wedding|어찌 되었든, 나는 당신의 결혼식 준비를 해야 하오.
str_i_am_heading_to_the_site_of_our_wedding|나는 우리의 결혼식 장소로 가고 있소.
str_after_all_we_are_soon_to_be_wed|결국, 우리는 곧 결혼하게 됐소!
str_i_am_hosting_a_feast_there|내가 그 연회의 주인이오.
str_i_have_a_feast_to_host|내가 연회를 베풀겠소.
str_i_am_to_be_the_bridegroom_there|내가 신랑이오.
str_my_wedding_day_draws_near|나의 결혼식 날짜가 다가오고 있소.
str_i_have_too_much_loot_and_too_many_prisoners_and_need_to_secure_them|내가 가진 많은 약탈물과 포로들을 확실하게 보관해야 하오.
str_i_should_think_of_dropping_off_some_of_my_prisoners|나는 내 포로중 일부를 줄여야 한다고 생각하오.
str_i_need_to_reinforce_it_as_it_is_poorly_garrisoned|나는 부실한 수비를 다시 강화할 필요가 있다고 느끼오.
str_there_is_a_hole_in_our_defenses|우리의 방어 시설에 허점이 있소.
str_i_am_following_the_marshals_orders|나는 총사령관의 명령을 따르고 있소.
str_the_marshal_has_given_me_this_command|총사령관에게 나는 명령을 받았소.
str_i_am_answering_the_marshals_summons|나는 총사령관의 호출에 응하는 중이오.
str_our_realm_needs_my_support_there_is_enemy_raiding_one_of_our_villages_which_is_not_to_far_from_here_i_am_going_there|우리의 왕국은 내 지원을 필요로 하오. 여기서 멀지 않은 곳에 우리의 마을 중 하나가 적들에게 습격받고 있소. 나는 그 곳으로 가고 있소.
str_the_marshal_has_issued_a_summons|총사령관이 봉신들의 소집을 요청했소.
str_comradeinarms|전우
str_i_am_supporting_my_s11_s10|나는 나의 {s11} {s10}을(를) 지원하고 있소.
str_i_believe_that_one_of_my_comrades_is_in_need|나는 내 전우중 한 명이 도움을 필요로 한다고 믿고 있소.
str_a_fortress_is_vulnerable|이 요새의 방어는 취약하오.
str_i_believe_that_the_enemy_may_be_vulnerable|나는 아마도 적들이 약한 상태일 거라 믿고 있소.
str_i_need_to_inspect_my_properties_and_collect_my_dues|나는 내 재산을 점검하고 영지의 세금을 걷을 필요가 있소.
str_it_has_been_too_long_since_i_have_inspected_my_estates|나는 내 영지들을 순찰한 지 너무 오래 되었소.
str_my_men_are_weary_so_we_are_returning_home|내 부하들은 지쳤소, 그래서 우리는 영지로 돌아가고 있소.
str_my_men_are_becoming_weary|내 부하들은 지친 상태에 있소.
str_i_have_a_score_to_settle_with_the_lord_there|나는 그 곳 영주와 청산해야 될 앙금들이 남아 있소.
str_i_am_thinking_of_settling_an_old_score|나는 그 곳 영주와의 오랜 앙금을 청산할 생각이오.
str_i_am_short_of_money_and_i_hear_that_there_is_much_wealth_there|나는 재정이 풍부하지 않소, 그리고 나는 그 곳이 매우 부유하다고 들었소.
str_i_need_to_refill_my_purse_preferably_with_the_enemys_money|나는 가급적이면 적들의 돈으로 내 지갑을 다시 채울 필요가 있소.
str_by_striking_at_the_enemys_richest_lands_perhaps_i_can_draw_them_out_to_battle|적들의 가장 부유한 땅을 공격함으로서, 아마도 그들을 전장으로 끌어낼 수 있을 것이오!
str_i_am_thinking_of_going_on_the_attack|나는 공격하러 갈 생각이오.
str_perhaps_if_i_strike_one_more_blow_we_may_end_this_war_on_our_terms_|아마도, 내가 한번 더 강하게 공격한다면, 우리는 원하는 것을 얻어낸 채로 전쟁을 끝낼 수 있을 것이오.
str_we_may_be_able_to_bring_this_war_to_a_close_with_a_few_more_blows|우리는 아마 몇 번의 강한 공격으로 전쟁을 종결할 수 있을 것이오.
str_i_wish_to_attend_the_feast_there|나는 그 곳의 연회에 참석하고 싶소.
str_there_is_a_feast_which_i_wish_to_attend|그 곳의 연회는 나도 참석하고 싶소.
str_there_is_a_fair_lady_there_whom_i_wish_to_court|그 연회에는 내가 구애하고 싶은 어여쁜 레이디가 있소.
str_i_have_the_inclination_to_pay_court_to_a_fair_lady|나는 여어쁜 레이디에게 구애할 의향이 있소.
str_we_have_heard_reports_that_the_enemy_is_in_the_area|우리는 적군이 이 지역에 있다는 보고를 들었소.
str_i_have_heard_reports_of_enemy_incursions_into_our_territory|나는 적들이 우리의 영역으로 침투한다는 보고를 들었소.
str_i_need_to_spend_some_time_with_my_household|나는 우리 가족들과 함께 보낼 얼마간의 시간을 필요로 하오.
str_it_has_been_a_long_time_since_i_have_been_able_to_spend_time_with_my_household|나는 마지막으로 내 가족들과 같이 시간을 보낼 수 있었던 때로부터 오랜 시간이 흘렀소.
str_i_am_watching_the_borders|나는 국경을 순찰하고 있소.
str_i_may_be_needed_to_watch_the_borders|나는 아마 국경을 순찰할 필요가 있소.
str_i_will_guard_the_areas_near_my_home|나는 나의 영지 근처를 순찰할 것이요.
str_i_am_perhaps_needed_most_at_home|영지에서 아마도 나를 필요로 하고 있소.
str_i_cant_think_of_anything_better_to_do|나는 더 이상 아무 것도 할 생각이 없소.
str_i_am_completing_what_i_have_already_begun|나는 내가 이미 시작한 것을 끝냈소.
str_i_dont_even_have_a_home_to_which_to_return|나는 돌아갈 영지조차 없소.
str__i_am_acting_independently_because_no_marshal_is_appointed| 나는 독립적으로 행동하고 있소, 왜냐하면 아직 총사령관이 정해지지 않았기 때문이오.
str__i_am_acting_independently_because_our_marshal_is_currently_indisposed| 나는 독립적으로 행동하고 있소, 왜냐하면 우리의 총사령관은 현재 부상 당했기 때문이오.
str__i_am_acting_independently_because_our_realm_is_currently_not_on_campaign| 나는 독립적으로 행동하고 있소, 왜냐하면 우리 왕국은 현재 아무런 군사 작전도 하고 있지 않기 때문이오.
str__i_am_not_accompanying_the_marshal_because_i_fear_that_he_may_lead_us_into_disaster| 나는 총사령관과 같이 하지 않소, 왜냐하면 나는 그가 우리를 재앙으로 이끌고 있다고 걱정하고 있기 떄무닝오.
str_i_am_not_accompanying_the_marshal_because_i_question_his_judgment| 나는 총사령관과 같이 하지 않소, 왜냐하면 나는 솔직히, 그의 판단력이 의심스럽소.
str_i_am_not_accompanying_the_marshal_because_i_can_do_greater_deeds| 나는 총사령관과 같이 하지 않소, 왜냐하면 나는 더 중요한 일을 해야 하기 때문이오.
str__s16_has_kept_us_on_campaign_on_far_too_long_and_there_are_other_pressing_matters_to_which_i_must_attend| {s16}은(는) 군사 작전을 너무 오랫동안 하고 있소, 그리고 내가 관심을 가져야 하는 다른 중요한 문제들이 있소.
str__i_am_not_participating_in_the_marshals_campaign_because_i_do_not_know_where_to_find_our_main_army| 나는 총사령관의 군사 작전에 참여하지 않고 있소, 왜냐하면 총사령관과 우리 병력이 어디에 있는지 모르기 때문이오.
str__i_am_acting_independently_although_some_enemies_have_been_spotted_within_our_borders_they_havent_come_in_force_and_the_local_troops_should_be_able_to_dispatch_them| 나는 독립적으로 행동하고 있소. 물론 우리의 국경지대에서 몇몇의 적들이 출몰했지만, 그들은 공격해 오지 않았고, 또한 지역의 수비병들이 그들을 처리할 수 있을 것이오.
str__the_needs_of_the_realm_must_come_first| 왕국의 부름이 최우선이오.
str_we_are_likely_to_be_overwhelmed_by_the_s9_let_each_defend_their_own|우리는 {s9}에 의해 압도 당하고 있소. 각각 스스로 방어하시오.
str_we_should_see_this_siege_through|우리는 이 포위를 통과할수 있을 것 같소.
str_we_should_prepare_to_defend_s21_but_we_should_gather_our_forces_until_we_are_strong_enough_to_engage_them|우리는 {s21}의 방어 준비를 해야만 하오. 그러나 그 전에, 우리는 그들과 교전할 만큼 충분히 많은 병력을 모아야 하오.
str_we_should_prepare_to_defend_s21_but_first_we_have_to_gather|우리는 {s21}의 방어 준비를 해야만 하오. 그러나 우리는 그 전에 먼저 충분한 병력를 모을 필요가 있소.
str_we_should_ride_to_break_the_siege_of_s21|우리는 {s21}의 포위를 무너뜨릴 것이오.
str_we_should_ride_to_defeat_the_enemy_gathered_near_s21|우리는 {s21}의 근처에 모여 적을 물리칠 것이오.
str_we_have_located_s21s_army_and_we_should_engage_it|우리는 {s21}의 부대에 배치되어 있소, 그리고 우리는 곧 적들과 교전해야 하오.
str_this_offensive_needs_to_wind_down_soon_so_the_vassals_can_attend_to_their_own_business|이 공격은 곧 끝낼 필요가 있소, 그래야 봉신들이 그들의 급한 업무를 수행할 수 있소.
str_the_vassals_are_tired_we_let_them_rest_for_some_time|봉신들은 군사 작전으로 지쳐 있소. 우리는 잠시 동안 그들이 쉴 수 있게 내버려 두어야만 하오.
str_the_vassals_still_need_time_to_attend_to_their_own_business|봉신들은 아직 그들의 업무를 수행할 시간을 필요로 하오.
str_it_is_time_to_go_on_the_offensive_and_we_must_first_assemble_the_army|공격할 시간이오, 그리고 우리는 선봉대를 모아야만 하오.
str_we_must_continue_to_gather_the_army_before_we_ride_forth_on_an_offensive_operation|우리는 단지 몇 안되는 봉신이 모여있소, 그러나 우리는 공세를 펴기 전에 계속해서 병력을 모아야만 하오.
str_there_is_no_need_to_beat_around_the_borders__we_can_take_one_of_their_important_towns|국경을 공격할 필요는 없소, 우리는 그들의 중요한 도시들 중 하나를 점령할 수 있을 것이오.
str_we_should_exploit_our_success_over_s21_by_seizing_one_of_their_fortresses|우리는 적들의 요새를 포위 함으로서 우리는 {s21} 이상의 성과를 얻을 수 있을 것이오.
str_we_shall_leave_a_fiery_trail_through_the_heart_of_the_enemys_lands_targeting_the_wealthy_settlements_if_we_can|우리가 할 수 있다면, 부유한 영지들을 목표로 적들의 중심부를 지나 그 곳까지 습격하면서 지나가야만 하오.
str_the_army_will_be_disbanded_because_we_have_been_waiting_too_long_without_a_target|병력들은 해산될 것이오, 왜냐하면 우리는 목표없이 너무나 오랫동안 기다렸기 때문이오.
str_it_is_time_for_the_feast_to_conclude|연회를 끝낼 시간이오.
str_we_should_continue_the_feast_unless_there_is_an_emergency|우리는 비상 사태가 오지 않는 한 연회를 계속 할 생각이오.
str_you_had_wished_to_hold_a_feast|당신은 연회를 개최하길 원하지 않소?
str_your_wedding_day_approaches_my_lady|당신의 결혼식 날이 다가오는군요, 레이디.
str_your_wedding_day_approaches|당신의 결혼식 날이 다가오고 있소.
str_s22_and_s23_wish_to_marry|{s22}와(과) {s23}은(는) 결혼을 원하고 있소.
