
str_no_string|NO STRING!
str_rumor_lord_martial_5|저는 {s6}이(가) 한 버서커와 팔씨름을 하다가 팔이 부러졌다고 들었습니다. 지금은, 그를 이겼고, 그의 적수는 이제 가장 신뢰할 수 있는 친구가 되었다는군요.
str_rumor_lord_martial_6|전 {s6}의 영지에 사는 사람들이 여성까지도 주간 양궁 연습에 참가해야만 한다고 들었습니다.
str_rumor_lord_martial_7|저는 {s6}이(가) 젊었을 때 결투에서 음낭들을 잃었다고 들었습니다. 이제 그에게 남은 건 여성 같은 목소리 뿐이죠! 그는 그의 씨를 물려 줄 수 없었기 때문에 일생을 예술 같은 전투에 헌신했다고 합니다, 불쌍한 사람같으니.
str_rumor_lord_martial_8|저는 {s6}이(가) 놀도르에게 포위당했음에도 불구하고, 그들을 이길 뿐만 아니라, 홀로 고군분투해 적어도 다섯 명을 죽였다는 소식을 들었습니다.
str_rumor_lord_martial_9|저는 {s6}이(가) 한 번 패배의 늪에 직면하자 분노를 터뜨리는 성향을 보였다고 들었습니다. 그의 분노는 종종 그를 승리로 이끌고 있죠!
str_rumor_lord_martial_10|저는 한 용병이 하는 말을 들었는데, 부대 내에 훌륭한 전략가가 있음에도 불구하고, {s6}은(는) 종종 불쌍한 사령관들이 그들의 복잡한 계획을 실행하지 못하게 한다고 합니다, 그래서 이는 파멸의 요인이 되었죠.
str_rumor_lord_martial_11|사람들이 하는 말을 들었는데, {s6}의 승리의 비결은 그의 오래 된 군사 교범서적들 수집에 의해 이뤄졌다고 합니다, 그건 바로 오래된 펜도르 왕국의 전략가들이 남긴 책이었죠.
str_rumor_lord_martial_12|저는 {s6}이(가) 매우 보수적인 사람이라고 들었습니다. 전투에서, 그는 휘하 장교들이 충고해 주는 것에도 불구하고 오래 된 교범과 구식 전술만을 쓸거라고 하더군요.
str_rumor_lord_martial_13|제 형제가 저에게 말해준 소식인데 {s6}은(는) 포위당했을 때에도, 그의 병사들이 성을 박차고 나갈 틈을 열어 주기 위해 사다리 위로 뛰어 올라갔다고 하더군요.
str_rumor_lord_martial_14|한 도시 경비원이 제게 말해준 일화인데 {s6}은(는) 젊었을 때 성을 포위한 적이 있다고 합니다. 그의 지휘관 이미 전사한 상황이었죠.  젊은 군주는 그의 지휘관이 더 이상 필요로 하지않는 갑옷을 입고 포위를 지휘했습니다. 야간 공격을 명령했는데, 수비대들을 물리치고 성을 함락시켰죠. 그는 포위에서 이겼지만 전투로 인해 눈 한쪽을 잃었습니다.
str_rumor_lord_quarrelsome_1|도시 수비대 병사의 말에 의하면 {s6}은(는) 다른 영주와 자주 주먹다짐을 한다고 합니다. 그 이유는 다른 영주가 그의 코를 조롱했기 때문이라고하는군요. 만약 당신이 그와 이야기를 나누는 상황이라면 절대로 독수리, 매, 오리 혹은 꾁꾁거리는 어떠한 것들을 암시하는 단어를 사용하지 않아야 합니다.
str_rumor_lord_quarrelsome_2|{s6}은(는) 의견을 교환하는 경우에, 격렬한 태도를 자주 보였으며, 때로는 칼까지 휘두르는 경우가 많아 펜도르에서 개최되는 각종 토론회에서 추방되었다고 합니다.
str_rumor_lord_quarrelsome_3|제 이웃의 말에 의하면... 새벽에 이상한 소리가 들렸고, 그 원인을 찾아 주변을 살펴보다가.. {s6}이(가) 수탉과 소리지르기 대결을 하는 모습을 발견했다고 합니다. 더 놀라운 점은 그가 항상 수탉과의 대결에서 이긴다는 점이라는 군요..
str_rumor_lord_quarrelsome_4|내 여동생이 전해주기를 어느날 {s6}이(가) 자신을 물은 개를 같이 물고 있었다고 합니다. 그 이후로 그의 별명이 '개털'이 되었다는 군요.. 하하..
str_rumor_lord_quarrelsome_5|{s6}은(는) 내일 태양이 떠오르는 것처럼.. 너무나 당연하게 매일매일 평정심을 잃어버린다고 하는군요.
str_rumor_lord_quarrelsome_6|누군가가 말해준 이야기인데... {s6}은(는) 자신의 유식함을 자랑하기 위해, 항상 그의 응접실에 철학자를 초대해 놓곤 한다고 하는군요.
str_rumor_lord_quarrelsome_7|제 형제가 언젠가 들은 바에 의하면 {s6}은(는) 과거에 사로잡힌 고리타분한 사람들에 태도에 대해 불평을 토로했다고 하는군요. 그는 지금이 가장 중요한 순간이라고 생각하고 있으며, 이에 반대하는 생각을 가진 사람과 열정적인 토론을 할 준비가 되어 있다고 하는군요.
str_rumor_lord_quarrelsome_8|술집 주정뱅이가 말해준 바에 의하면, {s6}은(는) 종종, 자신이 아직 도전할만한 능력있는 전사를 만나지 못했다고 불평한다고 합니다. 그는 정기적으로 자신과 비슷한 실력을 가진 자를 찾아 성전에 있는 기사들을 괴롭힌다고 하는군요.
str_rumor_lord_quarrelsome_9|한 이웃이 말하길 그는 한밤중에 {s6}을(를) 따르는 한 불행한 관리의 소리에 잠이 깬 적이 있는데, 그는 복병이 없는 비열한 작전을 구사하기를 거부한다고 합니다. 그는 적을 눈앞에 대면한 정면 대결을 선호한다는군요.
str_rumor_lord_quarrelsome_10|누군가 말하길 한 상인이 자신이 본 {s6}의 행적을 그에게 말해 줬다고 합니다. 그는 한 어린 숙녀를 맞이하고 있었는데, 그녀의 드레스는 그녀가 신은 신발과 어울려 보이지 않았습니다. 그녀의 모자도 이 계절에는 어울리지 않았죠.
str_rumor_lord_quarrelsome_11|저는 한 기사에게 {s6}이(가) 어떤 상인단에게 사기당한 적이 있다고 들었습니다, 그는 평소에 그들에게 자비를 베푸는 모습을 보이지 않았죠. 여전히, 그 상인이 무슨 짓을 했는지는 누구도 정확히 모릅니다...
str_rumor_lord_quarrelsome_12|제 형제가 말하길 서자 같은 {s6}이(가) 가까스로 평화가 성사된 외교 사절단을 전쟁 사절단으로 전환시켰다고 합니다! 평화조약을 발표할 예정이었던 왕이 회의에 늦으면서 말이죠, 그래서 {s6}은(는) 왕을 기다리고 있던 사절단의 경비대 중 한명에게 자신의 생각을 입 밖으로 꺼냈습니다. 왕이 도착했을 때, 왕은 그에게 약간의 모욕을 퍼부었죠. 또한, 그것은 평화 제의의 끝이었습니다.
str_rumor_lord_selfrighteous_1|저는 {s6}이(가) 자신의 숲에서 사슴을 사냥한 자를 처형했다는 소식을 들었습니다. 저는 그 숲에서 밀렵을 한 자가 살았던 마을까지 영주에게 화를 입지 않을지 걱정되는군요.
str_rumor_lord_selfrighteous_2|한 도시 경비원이 말하길 {s6}의 보안관들을 보았다고 합니다, 그리고 그들은 사자의 기사뿐만 아니라 장비도 갖추고 있다고 주장한다고 합니다.
str_rumor_lord_selfrighteous_3|저는 한 때 {s6}이(가) 아버지로서 간통죄로 자신의 딸을 처형하도록 강요했다고 들었습니다.
str_rumor_lord_selfrighteous_4|제 이웃의 좋은 친구가 한 흥미로운 소식을 전해주었습니다. {s6}은(는) 그의 생각대로만 행동하며 사사건건 남의 일에 간섭했지만, 법무장관은 그에게 적절한 처벌을 내리지 않았다고 합니다. 그는 자신의 처신을 위해서라도 그것을 그만 둬야만 할겁니다.
str_rumor_lord_selfrighteous_5|전 {s6}이(가) 상속된 유산을 물려받기 전 한 때 새벽의 기사단에 소속되어 있었다고 들었습니다.
str_rumor_lord_selfrighteous_6|제 형제가 말하길 {s6}은(는) 살인을 저지르고도 무죄판결을 받은 적이 있었다고 합니다. 원고는 한쪽 다리로 서서 희생자의 머리 위에 놓인 사과에 화살을 쐈지만 그만 빗나가고 말았죠, {s6}은(는) 특정한 상황을 명시하지 않은 몇몇 모호한 법률 때문에 처벌을 피해갔다고 합니다.
str_rumor_lord_selfrighteous_7|저는 {s6}이(가) 그의 군대에서 그의 부서를 떠나려는 어느 사람이든 가지 말라고 기계적으로 매달린다 들었습니다.
str_rumor_lord_selfrighteous_8|저는 한 친구에게 {s6}이(가) 비정상적으로 서류를 집필하고 새로운 법률을 제정하는데에 과하게 시간을 쏟는다고 들었습니다. 그에게 봉사하는 사람들은 그가 공부나 글쓰기에 전념할 때만 그들이 잠에 들 수 있다고 불평한다는군요.
str_rumor_lord_selfrighteous_9|제 자매가 말하길 그녀는 {s6}이(가) 한때 예술가가 그의 초상화를 많이 만들어 내도록 주문한다음, 그의 영지 안의 모든 여관에 그것들을 배포했다는 것이 좀처럼 믿겨지지 않았다는군요. 주군의 얼굴 앞에서 술이나 맥주 한잔을 마시는 것은 분명 꽤나 어지러울 거예요!
str_rumor_lord_selfrighteous_10|소문에 의하면 {s6}이(가) 시간을 표시하는 새로운 방법을 찾고 있다고 합니다. 그는 시간을 정확하게 맞출 수만 있다면 소작농들에게 더 많은 일거리를 시킬 수 있을 것이라고 말했답니다. 하, 다음에 그는 태양이 떠오를 때 태양을 향해 말을 건네봐야 할 거예요!
str_rumor_lord_cunning_1|제 형제가 말하길 {s6}의 조상중에 족제비가 있지 않을지 의심될 정도로, 아주 교활한 기회주의자라고 합니다.
str_rumor_lord_cunning_2|저는 {s6}이(가) 닭장에 들어가려고 애쓰는 여우보다 더 교활한 계획을 세웠다고 들었습니다.
str_rumor_lord_cunning_3|저는 그의 교활하고 영리한 전술을 써먹기 위해서 사교도들이 {s6}을(를) 영입하고 싶어한다는 소문을 들었습니다.
str_rumor_lord_cunning_4|저는 그의 병사들이 싸우기 전에 그들의 무기에 독약을 바르기 때문에 {s6}에게 대항하는 싸움에선 극히 일부만 살아남을 수 있다고 들었습니다.
str_rumor_lord_cunning_5|이웃 사람들이 말해주길 요즘 돌고 있는 소문은 어린 {s6}에 관한 것이라고 합니다. 대학 시절 그는 철학을 차용했다고 하더군요. '권력은 부패할 것이다, 지식은 힘이다. 열심히 공부하라. 악을 써라.'
str_rumor_lord_cunning_6|한 도시 경비원이 말하길 {s6}이(가) 진짜 여우라고 합니다. 그는 쫓기면서, 부하들에게 무기와 갑옷을 벗고 늪으로 들어가라고 말했죠. 그와 그의 부하들은 몇마리의 모기에 물렸지만, 그의 추적자들은 수렁에 빠져 죽었다고 합니다.
str_rumor_lord_cunning_7|저는 {s6}의 군대가 그의 수비대보다 4배나 큰 군대에 의해 무장해체 되었다는 소문을 들었습니다. 그들이 대문을 활짝 열지 않았더라면, 그들은 문 안으로 들어서지 않았을 것이었죠. 당신은 그를 바보 취급할 것이라고 생각하지만, 그들은 돌연 포위를 가해 다가온 자들을 함정에 빠뜨리고 즉시 그의 발언을 철회했다고 합니다.
str_rumor_lord_cunning_8|검은 뱀이라고 불리는 한 신흥 귀족 {s6}은(는) 야노스 대학에서 교수로 임명된 한 여우 같은 자보다 더 교활한 계획을 세우고 있다고 들었습니다.
str_rumor_lord_cunning_9|저는 자신의 피를 보게 되면 {s6}이(가) 미친 듯이 흥분한다고 들었어요.
str_rumor_lord_cunning_10|저는 {s6}이(가) 적어도 세 명의 사교도들과 싸워서 이겼다고 들었습니다! 그는 모든 녀석들이 죽을 때까지 속도를 늦추지 않았다 하네요.
str_rumor_lord_cunning_11|이웃 사람들이 말해준 소문에 의하면 {s6}은(는) 순간적인 흥분을 사랑하기 때문에 종종 절망적인 상황에 처해 있다고 합니다. 사람들은 그를 '맷돼지'라고 부릅니다. 궁지에 몰리면 그는 위험해지죠.
str_rumor_lord_cunning_12|저는 그가 패배를 당할 뻔했던 치열한 전투에서, {s6}이(가) 적들이 그들의 적들을 구출하는 것을 막기 위해 그들의 모든 죄수들을 죽이라고 명령했다고 한 걸 들었습니다.
str_rumor_lord_cunning_13|저는 {s6}이(가) 그에 대한 음모에 대해 너무 편집증적인 사람이라는 것을 들었습니다. 그는 그의 가족들이 그를 저지하는 것을 막기 위해 그들을 멀리 날려 보낼 겁니다!
str_rumor_lord_cunning_14|제 형제는 한 때 {s6}이(가) 그의 상처에서 흘러나온 피에 흠뻑 젖은 채 용감하게 싸우면서 몇몇 적들을 상대로 다리를 방어했다고 말해줬어요. 그는 전투 내내 웃고 있었다고 하네요.
str_rumor_lord_sadistic_1|누군가가 말하길, {s6}에게서 걸어나온 많은 사형수들이 곧바로 교수형 되었다고 하더군요. {s6}의 악독한 면은 정말 치가 떨립니다.
str_rumor_lord_sadistic_2|{s6}은(는) 혈액이 더 따뜻하기 때문에 외딴 호수에서보다 차라리 신선한 피가 흐르는 전장을 더 선호한다는 군요.
str_rumor_lord_sadistic_3|저는 {s6}이(가) 어릿광대 대신에 그의 연회를 위해 선잠을 잔다는 소문을 들었습니다.
str_rumor_lord_sadistic_4|저는 {s6}이(가) 불을 끄는 것을 돕기보다는 그의 마을이 불타오르는 동안에 앉아서 바이올린을 연주했다고 들었습니다.
str_rumor_lord_sadistic_5|저는 {s6}이(가) 그의 죄수들에게 선택권을 준다고 들었습니다. 동료 죄수를 죽이고 그의 시신을 먹던지 아니면 죽으라고 말이죠. 식인 풍습에 탐닉하는 것을 고른 사람들도 그것을 명목으로 사형당했다고 합니다.
str_rumor_lord_sadistic_6|내 남동생이 말하길 {s6}은(는) 사랑스러운 여인과 함께 저녁을 먹는 것보다 차라리 사형 집행을 지켜보겠다고 말했다 하네요.
str_rumor_lord_sadistic_7|한 이웃 사람은 {s6}이(가) 소작농들을 처형하기 위한 더 빠른 방법을 원했기 때문에 단두대를 발명했다고 제게 말해줬습니다.
str_rumor_lord_sadistic_8|저는 {s6}와(과) 가까이 지내는 사람들로부터 그가 나쁜 짓만 골라 하는 아들이자, 남편이자, 통치자라고 들었습니다. 그는 하나같이 나쁜 짓만 일삼는다고 하네요.
str_rumor_lord_sadistic_9|저는 {s6}이(가) 일전에 자신의 소장품을 늘리기 위해 전투 후에 특정 적들의 머리를 잘라 버린 적이 있다고 들었습니다. 그는 아마 그들을 박제로 만들고 그들을 침실 벽에 앉혀 그들에게 이야기할 것이라 합니다. 그는 또한 적의 이빨로 만들어진 팔찌를 차고 있다네요.
str_rumor_lord_sadistic_10|저는 {s6}에 의해 붙잡혀 사는 마을에 대한 끔찍한 이야기를 들었습니다! 그는 가장 어린 애기들에게 조금도 양보하지 않았으나, 그들은 그런 그를 부끄러워 할 수조차 없었습니다. 그는 부끄러움을 당하는 사람들에게도 모욕을 줬습니다. 쉴라 우자스보다도 심하게 말이죠.
str_rumor_lord_sadistic_11|제 자매는 그의 용감함과 군사력에도 불구하고, {s6}은(는) 나쁜 통치자라고 말해줬습니다. 그는 자신의 시민들을 배려하지 않으며, 그가 거래에서 이익이 있다고 생각한다면, 그를 위해 싸우고 있는 사람들 조차도 팔아 버릴 거라고 합니다.
str_rumor_lord_sadistic_12|저는 {s6}이(가) 자비에 대한 약속을 하며 투항하라고 강요한 후에, 그에게 항복한 적들을 모두 죽였다고 들었습니다.
str_rumor_lord_sadistic_13|한 도시 경비원이 한 소문에 대해 말하길 {s6}이(가) 한때 적들이 그곳에 숨어 있었다고 생각했기 때문에 작은 숲에 불을 질렀다는 군요. 그것은 그의 마을들 중 하나를 파괴했다고 합니다.
str_rumor_lord_goodnatured_1|누군가가 말하기를, {s6}은 그의 사람들에게 존경을 받는다고 합니다. 농민들을 잘 대우해 주기 때문이지요. 그는 모든 귀족들이 본받을 만한 영주로로 평가되고 있습니다.
str_rumor_lord_goodnatured_2|제 여동생은 {s6}의 기사들 중 한명이 그의 영주가 소와 방귀 뀌는 경쟁을 벌인다고 주장한 걸 들었다고 합니다. 이 멋있는 경기의 목격자들은 승자가 선언되기 전에 냄새로 인해 기절했다네요.
str_rumor_lord_goodnatured_3|제 어머니께서 말씀하시길 홍수가 나지 않도록 마을 사람들과 함께 {s6}이(가) 둑을 파는 것을 보았다고 하셨습니다. 그는 정말 좋은 사람이예요.
str_rumor_lord_goodnatured_4|한 이웃 사람은 여행자가 그에게 {s6}이(가) 자신의 식료품 창고를 열어 기근에 시달리는 동안 소작농들에게 음식을 나누어 주었다고 말해줬답니다.
str_rumor_lord_goodnatured_5|제 형제는 자랑스러운 한 용병으로부터 {s6}이(가) 그자를 교수대에서 구해줬다는 것을 들었다고 합니다. {s6}은(는) 그자 대신 용병임에도 살인을 저지르지 않은 강도들을 유죄로 판결했다고 합니다.
str_rumor_lord_goodnatured_6|술집 주인은 {s6}와(과) 싸울 권리를 호소하는 죄수 사이의 결투를 목격했다고 말해줬습니다. {s6}은(는) 비록 그를 죽이고 명성을 날렸을지라도 그의 명성을 살렸습니다. 왜냐하면 그는 그렇게도 훌륭히 싸웠기 때문이죠.
str_rumor_lord_goodnatured_7|저는 지난 번에 {s6}이(가) 마을에 머무를 무렵, 그는 대다수 마을의 소들이 최근의 늑대 습격에 피흘리는 것을 목격했다는 말을 들었습니다. 그는 농민들의 거센 항의에도 불구하고 소들을 죽이고 가죽을 벗겨냈죠. 다음날, 그는 자신의 비용으로 잃은 소들의 모든 머릿수를 대체했고, 마을 사람들은 그가 죽인 소들의 고기를 즐겨 먹었다고 합니다.
str_rumor_lord_goodnatured_8|제 자매가 말하길 한번은 {s6}님이 한 걸인을 만나 몇시간 동안 이야기를 나눠 주시고 그자를 한 마을로 데려다 주었다고 합니다. 대부분의 사람들은 이것이 심약한 마음의 징표라고 생각하겠지만, 그 이야기의 주인공은 실제로는 그의 예전 마을에서 추방된 착한 노인이었습니다. 그는 간통죄로 자신의 딸을 처형하기를 거부했기 때문에 추방된 노인이었죠.
str_rumor_lord_goodnatured_9|나는 여행자에게서 {s6}이(가) 종종 음유시인들, 어릿광대들, 포도주를 가지고 그의 마을로 여행을 간다고 들었습니다. 그는 실제로 농부들을 위한 잔치를 열었다고 합니다.
str_rumor_lord_goodnatured_10|한 도시 경비원이 말하길 {s6}이(가) 그의 용기 때문에 그의 부하들로부터 높이 칭송 받는다고 하더군요. 그는 한번에 세명의 아나콘다 기사들을 물리친 적이 있다고 합니다.
str_rumor_lord_goodnatured_11|사람들은 {s6}이(가) 태양과 같다고 말합니다. 그의 화려함과 빛은 너무 커서 그들은 그들이 장님이 되지 않도록 직접적으로 그를 쳐다보죠. 제 주군의 선전 문구가 초과 근무를 하고 있는 것처럼 들리는군요!
str_rumor_lord_goodnatured_12|저는 자비로운 성품을 지닌 {s6}의 실내 전시품들이 실제로는 트집거리로 약점 잡혔다는 것을 들었습니다. 사람들은 그를 조롱하고 있지만, 그는 여전히 아무것도 하지 않고 있다네요.
str_rumor_lord_goodnatured_13|제 형제가 말하길 {s6}은(는) 그의 부하들이 마을 사람들이 해를 입는 것을 저지하려고 최선을 다하고 있다고 합니다. 그와 같은 사람들이 존재한다는 것을 아는 건 좋은 일이죠.
str_rumor_lord_goodnatured_14|저는 한때 폭우가 그들의 밭을 망쳤기 때문에 {s6}이(가) 그의 가장 가난한 소작농들의 빚을 탕감해 주었다고 들었습니다.
str_rumor_lord_upstanding_1|도시 수비병에 의하면, {s6}의 수하들이, 지금보다 더 그를 잘 모시겠다고 선언했다고 합니다. 그는 그의 사람들에게 후덕한 사람이며, 그들의 성과에 대해 반드시 포상을 해준다고 합니다. 그의 재판은 신분에 관계없이 항상 평등하고 정의롭다고 하더군요.
str_rumor_lord_upstanding_2|저는 {s6}이(가) 기슭에 있는 바위에 앉아서 조수가 들어오는 것을 막으라고 명령했다는 것을 들었습니다. 덕분에 그는 흠뻑 젖었죠. 그는 미친 게 아닐까요, 안 그래요? 그는 그의 백성들에게 아무리 강력한 영주라도 천성을 자유자재로 구사할 수 있다는 것을 증명하기 위해 노력한 셈이죠.
str_rumor_lord_upstanding_3|저는 {s6}이(가) 종종 그들의 문제점을 직접 배우기 위해 사람들 사이에서 익명을 요구한다는 말을 들었습니다. 잠깐만요, 제가 또 누구라고 그랬나요?
str_rumor_lord_upstanding_4|제 형제가 한 때 {s6}이(가) 도적단들이 마을을 약탈하는 걸 지켜줬다고 제게 말해줬습니다. 모든 기사들이 그러한 용기를 가지고 행동했으면 좋겠군요.
str_rumor_lord_upstanding_5|한 이웃 사람은 사람들이 그에게 {s6}이(가) 자신의 개인적인 은신처로 밀렵꾼들을 납치한 사실을 말해줬다고 했습니다.
str_rumor_lord_upstanding_6|술집 주인은 {s6}이(가) 너무 훌륭하고 친절해서 새벽의 기사단에 대한 믿음에 동의한다고 말해줬습니다.
str_rumor_lord_upstanding_7|저는 {s6}의 휘하에서 복무하고 있는 한 남자에게서 어떤 남자도 그처럼 단호하게 정의를 고수하지 않는다는 것을 들었습니다. 그는 한번은 모자를 훔친 군인을 부대에서 해산시켰고, 언제 한 번 세 남자를 목매달아 버린 적이 있었는데, 한 소작농 소녀를 폭행했다는 게 그들의 죄목이었죠.
str_rumor_lord_upstanding_8|누군가가 말하길 {s6}은(는) 한번은 법을 규정한지 단 2분 만에 그것을 되돌렸고, 사유는 그 법망을 빠져나갈 구멍을 찾아냈기 때문이라네요. 그는 모든 허점을 폐쇄하기 전에 다섯번이나 똑같은 법을 제정하게 되었죠.
str_rumor_lord_upstanding_9|저는 {s6}이(가) 그의 소유지에서 이단 활동의 징후들을 알아내기 위해 많은 조사를 했다고 들었습니다.
str_rumor_lord_upstanding_10|한 도시 경비원이 말하길 {s6}은(는) 한 성을 가지고 있었다고 합니다. 특별한 건 없었고, 당신도 그렇게 여기고 있을 겁니다, 하지만 그 성을 취하기 위한 방법은 그의 기억에 뚜렷이 새겨져 있겠지요! 그는 홀로 성 안으로 들어가서 협상을 제안했습니다. 그들은 포도주를 마시며 전쟁 기간 동안 {s6}이(가) 성을 함락시킬 수 있다는데 동의했죠. 하지만 평화가 이루어지면 성을 소유했던 영주에게 돌려주겠다고 그는 맹세했습니다. 망할 {s6}은(는) 지금까지도 그 약속을 안지켰지만 말이죠!
str_rumor_lord_upstanding_11|한 상인에게서 소문을 전해들은 제 자매가 말하길, {s6}이(가) 그의 소유지에서 며칠동안 모든 음악을 금지시킨 적이 있었다고 합니다, 농민들의 노래가 너무 이단적이라는 게 그의 이유였죠. 농민들은 새벽의 기사보다 그를 더 두려워 했다고 합니다.
str_latest_rumor|최근 들어 당신이 들은 소문에 대한 {s6}은(는)
str_changed_my_mind_martial|하지만, 당신의 감동적인 말들은 내 스스로를 되돌아보게 했습니다.
str_changed_my_mind_quarrelsome|하지만 네녀석의 말은 나를 빠져들게 하고 있어. 계속 듣고 있네.
str_changed_my_mind_pitiless|하지만 자네가 그렇게 변명을 늘어놓으면, 나는 다시 생각해줄 것이다.
str_changed_my_mind_cunning|하지만 자네도 알다시피, 달변이군. 감동이야. 계속 듣고 있어.
str_changed_my_mind_sadistic|하지만 당신의 굉장한 언변이 당신 편에서 멋진 노래를 부르기 때문에 아직 그 생각을 잊어버리지 못하고 있어.
str_changed_my_mind_goodnatured|하지만 좋은 주장이라서 나는 열린 생각을 가지려고 노력하고 있네.
str_changed_my_mind_upstanding|그렇지만, 자네의 멋진 달변에 나는 계속 듣고 있네.
str_swadian_rebellion_pretender_intro|나는 달리온 경이네. 살레온의 진정한 왕권계승자이며, 펜도르의 진정한 지배자일세.
str_vaegir_rebellion_pretender_intro|나는 센더폴의 우술라부인이에요. 레이븐스턴의 진정항 여왕이지요.
str_khergit_rebellion_pretender_intro|나는 크세르크세스, 이스칸더 바하둘 칸의 아들이자, 드'샤르 왕가의 진정한 부하더 칸일세.
str_nord_rebellion_pretender_intro|나는 이나르 아이언해드라는 사람일세. 윈드홀름의 퍼스트 액스이자 모든 파이어즈베인의 진정한 '코닝구르'이지. 아무도 내 정당성에 이의를 제기하지 못 할걸세.
str_rhodok_rebellion_pretender_intro|나는 체즈의 데모데네스라고 한다. 제국의 진정한 황태자이지. 그리고 언젠가 제국민들을 폭정에서 구할 사람이기도 하다.
str_swadian_rebellion_pretender_story_1|내 고조할아버지는 펜도르의 왕 카발라스의 사생아였다네.  그는 왕위 계선 중 여덟 번째였지. 하지만 아무도 그의 혈통을 의심하지 않았네.
str_vaegir_rebellion_pretender_story_1|내가 어렸을 때 아버지가 돌아가시면서, 아버지의 누이인 센더폴의 아메시아에게 맡기고 나를 왕위 계승자로 지명하셨지요. 그래서 어린 시절을 레이븐스턴의 여왕이 되었을 때를 대비해 훈련을 보내며 지냈고요. 하지만 권력에 욕심이 많았던 내 동생 그레고리가 레이븐스턴의 왕위에 여자를 앉힐 수는 없다고 주장했죠.  그리고 결국 백성들을 설득시켜서 그놈이 합법적 왕위 계승자가 되어서 왕이 되었어요.
str_khergit_rebellion_pretender_story_1|카단과 나는 서로 어머니가 달랐지만 둘 다 카단 바하둘의 아들이었네. 비록 내가 동생이긴 했지만 아버지를 아는 모든 사람들은 아버지가 나를 더 사랑하고 왕위 계승자로 삼으려 했다는 걸 알고 있네.  카단은  승리축하잔치와 사냥으로 허랑방탕하며 살아갔네.
str_nord_rebellion_pretender_story_1|전투에 쓰는 내 도끼로 인해 사람들이 아이언해드라고 부르지. 나는 모든 적들에게 공포와 죽음을 가져다주는 사람이었네.  나는 발디스에게 대결을 신청해서 가뿐히 이겨줬다네. 그 후 우리의 전통대로 승리자의 대우로서 나는 발디스의 자리와 땅을 원했지만 그놈은 거부했네.
str_rhodok_rebellion_pretender_story_1|제국 시민들은 모두 자유인이며 군주의 노예가 아닐세. 제국의 황제는 체즈와 자노스의 귀족들로 구성된 평의회에서 투표로 선출된 사람이 된다네. 평의회는 자노스 근처의 넓은 들판에서 의논하기 시작했지만, 아무도 무기를 들고 오지 않았었네. 전략적으로 위험했지.
str_swadian_rebellion_pretender_story_2|전염병이 왕가에 돌기 시작했을 때, 내 고조할아버지만 살아남으셨네. 그분이 펜도르의 왕이 되었어야 했지만,고조할아버지를 노예로 팔아버리고 왕가의 사람들이 모두 죽었다고 공표했네. 고조할아버지는 결국 탈출해서 펜도르로 돌아오셔서 그 분 대신에 땅을 통치하던 사람들에게 자신이 계승자라고 했지만,아무도 믿지 않았네.  그렇게 인생을 보내셨지. 우리 가족은 4대에 걸쳐서 이걸 증명하려고 했고 이제는 증거들이 충분히 모였네.
str_vaegir_rebellion_pretender_story_2|그 날 이후로 저는 레인에 위치한 용감한 기사단인 매의 기사단에 머물렀어요.  비록 저는 여자였지만 전투에서 용맹을 떨쳐 기사단이 될 자격을 증명했어요.  내가 기사단의 일원이 되던 날, 그레고리는 매의 기사단을 무법자들로 선포하고 우리들의 머리에 현상금을 걸었지요.  그 용사들은 저의 권리를 주장하기 위해 저를 따랐고, 지금까지 살아남았어요.
str_khergit_rebellion_pretender_story_2|드'샤르의 전통에 따르면 아버지가 죽었을 때 그 재산은 아들들에게 똑같이 나누어지네. 내가 외교사절로 가있을 때,아버지의 소식을 듣고 서둘러 톨바로 돌아가 카단과 영지를 나누려고 했네. 하지만 내가 도착했을 때 카단이 병사들을 데리고 법정으로 가서 자신이 왕이 되었다고 선포했네.
str_nord_rebellion_pretender_story_2|우리는 파이어즈베인의 전사들로 탄생했네! 우리는 원하는 걸 도끼로 얻어! 발디스는 내 도전을 받아들였지만 나한테 졌단 말이다! 난 우리의 전통대로 정당한 왕이 되었어야 했어.
str_rhodok_rebellion_pretender_story_2|마지막에 두 명의 후보자, 로드 마리우스와 내가 있었네. 평의회에 의논하고 있을 때, 마리우스가 한손에 칼을 든채로 나타나 드'샤르가 공격해왔다고 알렸어. 알고보니 드'샤르가 아니라 마리우스가 고용한 용병들이었지만..평의회가 그때 마리우스를 왕으로 선포하지 않았다면 그들은 모두 죽었을 걸세.
str_swadian_rebellion_pretender_story_3|나는 펜도르의 왕에게만 전해지는 왕의 인장을 갖고 있네.  자네가 보다시피 이 반지에는 카발라스의 후계자를 뜻하는 그리폰이 그려져 있네. 나는 내 주장이 엉터리라고 하는 사람들과 울릭을 비난하는게 쓸모 없는 짓이라는 걸 인정하게 되었네. 하지만 펜도르 왕국의 군대를 일으킬걸세! 그래도 나에게 의문을 품는 사람이 있다면, 그 사람들을 모두 체포하고,그 후 울릭이 쓰고 있는 왕관을 뺏을걸세
