dlga_start:close_window.1|{s3}
dlga_lord_ask_to_collect_debt_2:lord_pretalk|Then I will not press the matter any further.
dlga_convince_accept:close_window|My debt to {s8} has long been overdue and was a source of great discomfort to me.Thank you for accepting to take the money to {reg0?her:him}.Please give {reg0?her:him} these {reg10} aurums and thank {reg0?her:him} on my behalf.
dlga_lord_talk:lord_ask_to_make_peace|Please, {s64}, it's time to end this war between {s12} and {s13}.
dlga_lord_ask_to_make_peace:lord_ask_to_make_peace_2|Eh? I'm not sure I heard you right, {playername}.War is not easily forgotten by either side of the conflict, and I have a very long memory.Why should I take any interest in brokering peace with those dogs?
dlga_lord_ask_to_make_peace_2:convince_begin|Perhaps I can talk you into it...
dlga_lord_ask_to_make_peace_2:lord_pretalk|Never mind, peace can wait for now.
dlga_convince_accept:close_window.1|You... have convinced me, {playername}. Very well then, you've my blessing to bring a peace offer to {s14}. I cannot guarantee they will accept it, but on the off-chance they do, I will stand by it.
dlga_lord_talk:lord_challenge_duel_for_lady|I want you to take back your accusations against {s1}.
dlga_lord_challenge_duel_for_lady:lord_challenge_duel_for_lady_2|What accusations?Everyone knows that she beds her stable boys and anyone else she can lay hands on while her husband is away.I merely repeat the words of many.
dlga_lord_challenge_duel_for_lady_2:lord_challenge_duel|You will recant these lies, {reg33?miss:sirrah}, or prove them against my {s0}!
dlga_lord_challenge_duel_for_lady_2:lord_pretalk|If you say so...
dlga_lord_challenge_duel:close_window|{s15}
dlga_lord_talk:lord_challenge_courtship_rival|Relinquish your suit of {s5}!
dlga_lord_challenge_courtship_rival:lord_challenge_courtship_rival_2|Or what? Do you intend to duel over a lady? I'll let you know -- our liege frowns on this sort of hot-headed challenge, when every man must stand together against the foreign foe.
dlga_lord_challenge_courtship_rival_2:lord_challenge_duel|Do you fear to fight me?
dlga_lord_challenge_courtship_rival_2:lord_pretalk|My pardon. I have spoken rashly...
dlga_start:lady_pretalk|Hello {playername}. what's that, you have a letter from {s9}? Let me see. Oh. What a peculiar turn of phrase. Oh my. I don't know what to say. Did {s9} really write this himself? I was unaware of his interest, but now that I know.... well, let's say that I shall look favourably on him when next we meet. Thank you {playername}, thank you so much!
dlga_start:lady_pretalk.1|Hello {playername}. what's that, you have a letter from {s9}? Let me see. Oh my. What a strange man. Did that poltroon really write this, or he get one of his stablehands to scrawl it? I have never been so insulted! If you see {s9} please tell him to keep his distance. Oaf!
dlga_lord_talk:lord_message_delivered|I bring a message from {s9}.
dlga_lord_message_delivered:lord_pretalk|Oh? Let me see that...Well, well, well! It was good of you to bring me this, {playername}. Take my seal as proof that I've received it, and give my regards to {s9} when you see {reg4?her:him} again.
dlga_lord_talk:lord_letter_delivered|I bring a message from {s9}.
dlga_lord_letter_delivered:lord_pretalk|{s10}
dlga_lord_talk:lord_message_delivered_enemy|I bring a message from {s9}.
dlga_lord_message_delivered_enemy:close_window|Oh? Let me see that...Hmmm. It was good of you to bring me this, {playername}. Take my seal as proof that I've received it,with my thanks.
dlga_lord_talk:lord_deliver_message_prisoner|I bring a message from {s11}.
dlga_lord_deliver_message_prisoner:lord_deliver_message_prisoner_2|Can it be true?Oh, thank you kindly, {playername}! You have brought hope and some small ray of light to these bleak walls.Perhaps one day I will be able to repay you.
dlga_lord_deliver_message_prisoner_2:lord_deliver_message_prisoner_2a| 'Twas the least I could do, {s65}.
dlga_lord_deliver_message_prisoner_2a:close_window|You've no idea how grateful I am, {playername}. A thousand thanks and more.
dlga_lord_deliver_message_prisoner_2:lord_deliver_message_prisoner_2b|Worry not, {s65}. You'll have ample opportunity once you are free again.
dlga_lord_deliver_message_prisoner_2b:close_window|Hah, of course, {playername}. My eternal thanks go with you.
dlga_lord_talk:lord_rescue_by_replace_offer|Fear not, I am here to rescue you.
dlga_lord_rescue_by_replace_offer:lord_rescue_by_replace_offer_2|By God, are you serious? What is your plan?
dlga_lord_rescue_by_replace_offer_2:lord_rescue_by_replace_offer_3|A simple ruse, {s65}. If we exchange garments, I shall take your place here in prison,while you make your escape disguised as myself.I paid the guards a handsome bribe, with which I am sure they have already purchased half the wine stocks of the nearest tavern.With some luck they'll soon get so drunk they'd have troublerecognising their own mothers, let alone telling one of us from the other.At least not until you are safely away.
dlga_lord_rescue_by_replace_offer_3:lord_rescue_by_replace_offer_4|Hmm, it might just work... But what of you, my {reg33?lady:friend}? The guards won't take kindly to this trickery.You may end up spending some time in this cell yourself.
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5a|Not to worry, {s65}. The place is already starting to grow on me.
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5b|I shall be fine as long there is an ample reward waiting at the end.
dlga_lord_rescue_by_replace_offer_5a:lord_rescue_by_replace_offer_6|You are a brave soul indeed. I won't forget this.
dlga_lord_rescue_by_replace_offer_5b:lord_rescue_by_replace_offer_6|Of course, my {reg33?lady:friend}, of course! Come to me when you have regained your freedom,and perhaps I shall be able to repay the debt I owe you.
dlga_lord_rescue_by_replace_offer_6:close_window|Quickly, {s65}, let us change garments. It is past time you were away from here.
dlga_lord_talk:lord_ask_pardon_after_oath_renounced|{s66}, I wish to restore my old oath to {s4}.
dlga_lord_ask_pardon_after_oath_renounced:lord_pretalk|That is too great a matter for me to decide, {playername}. You should seek out {s4}. Such clemency is {reg0?hers:his} alone to grant or deny.
dlga_lord_ask_pardon_after_oath_renounced:lord_ask_pardon_terms|{s11}.
dlga_lord_ask_pardon_terms:lord_pretalk|As you like, {s65}. I will accept your judgment.
dlga_lord_ask_pardon_terms:lord_pretalk.1|A shame, {s65}. A shame.
dlga_lord_ask_pardon_terms:lord_pretalk.2|Very well, go and die without me.
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace|Aye, I am ready.
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected|On second thought, no. I don't wish to be in your service again.
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace.1|Aye, I agree to those terms.
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected.1|That is too high a price, {s65}. I must decline.
dlga_lord_ask_pardon_after_renounce_peace:lord_pretalk|Excellent. Though you strayed from us, {playername}, it gladdens all our hearts that you have found your way back to the right path. I hereby restore your homage to me. Rise once more as an honoured {reg33?warrior:man} in my service.
dlga_lord_ask_pardon_terms_rejected:close_window|Then get out of my sight, traitor! Begone with you, and do not come back!
dlga_lord_talk:lord_ask_pardon|I wish to make peace with the {s4}.
dlga_lord_ask_pardon:lord_pretalk|Do you indeed, {playername}? Then go and trip on your sword. Give us all peace.
dlga_lord_ask_pardon:lord_pretalk.1|{playername}, you are a {reg33?lady:lord} without a master, holding lands in your name, with only the barest scrap of a claim to legitimacy.No king in Perisno would accept a lasting peace with you.
dlga_lord_ask_pardon:lord_pretalk.2|Make peace when I have you at an advantage? I think not.
dlga_lord_ask_pardon:lord_pretalk.3|I do not see it as being in my current interest to make peace, and have no interest in negotiations.
dlga_lord_ask_pardon:dplmc_lord_ask_pardon_ruler_1|As things stand I do not see it as being in my current interest to make peace, but if you were to hand over {s0} I would be willing to agree to a truce of twenty days.
dlga_dplmc_lord_ask_pardon_ruler_1:close_window|I accept.  I will give you {s0}, and let there be peace.
dlga_dplmc_lord_ask_pardon_ruler_1:dplmc_lord_ask_pardon_ruler_2a|I don't have {s0} with me.
dlga_dplmc_lord_ask_pardon_ruler_2a:lord_pretalk|In that case, the war will continue.
dlga_dplmc_lord_ask_pardon_ruler_1:lord_pretalk|On second thought, such an accord would not be in my interests.
dlga_lord_ask_pardon:lord_truce_offer|Yes... I am weary of fighting you. I could offer you a truce of twenty days. If you keep your word and do not molest my lands and subjects, we may talk again...
dlga_lord_truce_offer:close_window|I accept. Let us stop making war upon each other, for the time being anyway.
dlga_lord_truce_offer:lord_pretalk|On second thought, such an accord would not be in my interests.
dlga_lord_ask_pardon:lord_ask_pardon_2|Hmm. I could use my considerable influence to arrange a pardon for you, {playername},but there are some who see you as an enemy and will not be satisfied unless you pay tribute.All in all, you'd need to bring no less than {reg16} aurums to make any friends in {s4}.
dlga_lord_ask_pardon:lord_pretalk.4|I am in no position to offer you anything. You must speak to {s7}.
dlga_lord_ask_pardon:lord_ask_pardon_2.1|Yes... I have bigger worries than you or your followers. However, you have wronged my subjects, and wrongs demand compensation. For the sum of {reg16} aurums, I suppose that I could agree to grant you a pardon. What do you say?
dlga_lord_ask_pardon:lord_pretalk.5|I am sorry. I am in no position to offer you a pardon
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_accept|I have the money here. {reg16} aurums.
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_deny|I fear I cannot pay that much.
dlga_lord_ask_pardon_tribue_accept:close_window|Excellent, {playername}.I will use this to make amends to those you have wronged, and I will let it be known that you are no longer an enemy of the {s4}.
dlga_lord_ask_pardon_tribue_accept:close_window.1|Excellent, {playername}.I'll use the coin to smooth the feathers of those that can oppose your pardon, and I'm sure that word will soon spread that you are no longer an enemy of {s4}.
dlga_lord_ask_pardon_tribue_deny:lord_pretalk|Then there's nothing I can do for you, {playername}. No silver, no pardon.
dlga_lord_talk:lord_active_mission_1|About the task you gave me...
dlga_lord_talk:lord_switch_to_spouse|Let us discuss matters related to our household.
dlga_lord_switch_to_spouse:lord_pretalk|Let us wait until we are in a hall, {s0}, as it is difficult to deal with household inventories and such matters in the field.
dlga_lord_switch_to_spouse:spouse_talk|Certainly, {s0}
dlga_lord_talk:lord_request_mission_ask|Do you have any tasks for me?
dlga_lord_talk:combined_political_quests|Do you think we can work together to advance our standings in this realm?
dlga_combined_political_quests:lord_pretalk|I do not imagine that you and I have many mutual interests.
dlga_combined_political_quests:lord_pretalk.1|Hmm.. Perhaps we can discuss this matter in a more private setting, at a later date.
dlga_combined_political_quests:lord_pretalk.2|Hmm.. I do have an idea, but it would require you that you be free of controversy. If you were to wait some time without getting into any arguments with the other {s0} of our realm, perhaps we could proceed further.
dlga_lord_talk:lord_ask_resign_marshalship|I wish to resign the marshalship
dlga_lord_ask_resign_marshalship:lord_pretalk|So be it. I shall have to find someone else.
dlga_start:fight2.3|Ah, we knew you would come. Our scouts told us about you way before you came here. You see, there are many willing to topple the King, Torlan.
dlga_fight2:fight3.2|I don't care much about politics. But the king has promised me a great reward for your head. I think that is more than enough incentive.
dlga_fight3:close_window.2|Someday, you will understand. Torlan is not a good man. He has done more evils that you can comprehend. However, since it is a battle you want, I must comply.
dlga_lord_talk:victory1|I have defeated the renegades!
dlga_victory1:lord_talk|Congradulations, {playername}. This is more than I had ever hoped for. Here is your reward!
dlga_lord_talk:renegades|I have heard news of a group of renegade noble in the kingdom. Is there anything I may do to help?
dlga_renegades:renegades1|Yes. I was going to address the kingdom about it, but then I decided that it could wait. They are a very dangerous bunch, and I thought that I had to deal with them myself.
dlga_renegades1:renegades2|I want to help you defeat them, my lord.
dlga_renegades2:renegades3|Do you?! I am impressed, {playername}. If you truly want to defeat them for me ... then ... then, well, I will reward you most handsomely should you succeed.
dlga_renegades3:renegades4|Where are they, my lord?
dlga_renegades4:close_window|I do not know. They may be anywhere in Tolranian lands. However, they are dangerous, so be very careful, warrior.
dlga_renegades1:close_window|Well, good luck, my lord.
dlga_lord_talk:priest1|My lord, I have heard that there are those who want to dispute your rule. Is there anything I could do to help?
dlga_priest1:priest2|You've heard, have you? Yes, there are many who want to dispute my rule. Which group are you talking about...?
dlga_priest2:priest3|Well, I've heard rumors recently that a Sectarian group of Dragon Priests have been wrecking havoc in Reich lands.
dlga_priest2:close_window|Nevermind ...
dlga_priest3:priest4|Ah, those bastards. Yes... you may be able to help me do something about them.
dlga_priest4:priest5|Where are they at?
dlga_priest5:close_window|Currently I do not know where those rats are. But, if you do find them, kill them for me and spit on their dead bodies.
dlga_start:fight2.4|So, the Kaiser's dog has come to sniff us out, eh?
dlga_fight2:fight3.3|The only dog here is you, my friend.
dlga_fight3:fight4|The Kaiser talks about a new future in this land, and hopes for a land united under his rule. He is foolish, very foolish, for that. He thinks that he is the one that can raise the Reich to glory. He has deluded himself in his visions for power. We were the first ones to see that, and have decided to break away.
dlga_fight4:fight4|He acts noble and supposedly upholds duty, but he is a hypocrite. All the nobles and kings are alike. Truly, you must realize that. You are smarter than them. If you defeat us, all you will get from the Kaiser is a pat on the back and a little reward for your loyalty. Is not freedom better than that?
dlga_fight4:close_window|If I do plan to break away, it certainly will not be with the likes of you. To arms!
dlga_lord_talk:victory1.1|I have defeated the Sectarians, my lord.
dlga_victory1:lord_talk.1|That is pleasing news, {playername}. Thank you for your time and effort. As promised, here is your reward.
dlga_lord_talk:rebeltribe1|I have heard that there was a rebel tribe that has been causing trouble in the area.
dlga_rebeltribe1:rebeltribe2|Ah, you've heard?! I did not think it to be a big deal.
dlga_rebeltribe2:rebeltribe3|Well is there anything I can do to help?
dlga_rebeltribe3:rebeltribe4|Of course. You can defeat them for me. I will reward you well. I don't know where they are hiding at the moment so you'll have to root them out.
dlga_rebeltribe4:close_window|Good idea. I will start immediately.
dlga_rebeltribe4:close_window.1|Maybe another time, my lord.
dlga_lord_talk:victory1.2|I have defeated the rebels, my lord.
dlga_victory1:lord_talk.2|That is pleasing news, {playername}. Thank you for your time and effort. As promised, here is your reward.
dlga_start:fight2.5|So, the foolish Sultan sends his little pet. How kind of you to come.
dlga_fight2:fight3.4|It took me a long time finding you cowards. Time to die!
dlga_fight3:close_window.3|Very well. I shall grant you your wish. I had hoped you would be more reasonable, but you give us no choice but to destroy you.
dlga_lord_talk:nworshippers1|Are there any challenging tasks for me to do?
dlga_nworshippers1:nworshippers2|Yes, {playername}. I'm glad you asked. There has been a large gathering of New Gods Worshippers who have been wreaking havoc in the countryside. Can you dispose of them for me? They are very dangerous.
dlga_nworshippers2:nworshippers3|Of course!
dlga_nworshippers3:nworshippers4|I will reward you well. I do not know their whereabouts at the moment so you will need to locate them by yourself.
dlga_nworshippers4:close_window|I will start immediately.
dlga_nworshippers4:close_window.1|Maybe another time, my lord.
dlga_lord_talk:congrats|I've defeated the tribe of Draharans!
dlga_congrats:lord_talk|That is great work! I'm truly impressed. Here, your reward, as promised.
dlga_start:fight2.6|Did that fool of a King send you? More to kill, I guess.
dlga_fight2:fight3.5|It took me a long time finding you cowards. Time to die!
dlga_fight3:close_window.4|I will enjoy sending your head to the king once we kill you.
dlga_lord_talk:mysteryquest1|Hello, Linthdrandil. Has anything of importance come by you recently?
dlga_mysteryquest1:mysteryquest2|Hello, my friend. Indeed, something of importance has. It is in fact a matter of great urgency. I found a portrait, which I believe belongs to King Greavth, one of the great Elintoran kings. My mother, Arwen, in particular, loves collecting treasures, and she would love the portrait.
dlga_mysteryquest2:mysteryquest3|That's great news! How, if I may ask, is this a matter of great urgency?
dlga_mysteryquest3:mysteryquest4|It's been stolen! The portrait was right under my grasp, but it was stolen! And I have no idea who did it! And now, my mother is coming to see me soon because she wants to see the portrait. She's bringing the council with her! It would be much too embarassing if I said it was stolen, under my very nose!
dlga_mysteryquest4:mysteryquest5|So, how am I going to come into this?
dlga_mysteryquest5:mysteryquest6|Please, help me find it! I suggest that you first go to Lord Throthradien, whom I suspect knows a thing or two about it. He was the only one I told.
dlga_mysteryquest6:lord_talk|Alright. I will do it.
dlga_lord_talk:aftermath1|I haven't found anything during my investigations.
dlga_aftermath1:aftermath2|That's okay. I have! I've found out that the entire thing was a ploy. The assassins were acting on their own accord. This was told to me by an anonymous informant.
dlga_aftermath2:aftermath3|And??? What happened?
dlga_aftermath3:aftermath4|It turns out that this was all a delicate plan to assassinate the Queen. The portrait is fake. However, the queen would like to talk to you.
dlga_aftermath4:lord_talk|Okay. All that was ... for nothing? - You think, what does the queen possibly want with you?-
dlga_lord_talk:reward1|I'm here, Your Majesty.
dlga_reward1:reward2|It's about time! I think I should reward you for your efforts. Linthrandil told me that you thwarted a delicate plan to assassinate me, by killing those assassins and through your interrogations.
dlga_reward2:reward3|Thank you, Your Majesty.
dlga_reward3:lord_talk|I shall not forget your favor. Goodbye, for now.
dlga_lord_talk:interrogation|-You lean close to the count until your voice is almost a whisper- Do you know anything about a missing portrait of King Greavth?
dlga_interrogation:interrogation1|-He looks shocked for a minute, and his face turns pale- Yes, I do. I ... I - they made me do it- steal the portrait! They were terrible..those men. 
dlga_interrogation1:interrogation2|Who? I need a name! Tell me who did it?
dlga_interrogation2:interrogation3|Men in red hoods... terrifying. They moved swifty like death itself.
dlga_interrogation3:interrogation4|Can you give any more information than that??
dlga_interrogation4:interrogation5|Those men ... thy were like assassins. They had red cloaks as well. I don't know what they wanted from me! I had to do it, or they would have killed me.
dlga_interrogation5:lord_talk|Thank you. You have been most helpful.
dlga_start:cult1|Halt! Tell me what you and your order know about a missing portrait, and what were you doing with it?
dlga_cult1:close_window|What? We are never told anything. A man named Zaos hired us for that. But, why did I just tell you that? I guess it was because we always tell our victims our plans before we kill them - it's quite a nice tradition, too!
dlga_lord_talk:interrogate1|I've caught you, Zaos! Come peacefully with me to the Queen. We know what you've done, villain!
dlga_interrogate1:interrogate2|Uh... what? What have I done? Fool, what the heck are you talking about? Are you trying to frame a lord of the Elintoran Nation?
dlga_interrogate2:interrogate3|Don't play stupid. Come with me peacefully or die.
dlga_interrogate3:interrogate4|I really do not know what you are talking about. I swear it on my life.
dlga_interrogate4:interrogate5|Uh... are you serious?? Then those assassins were lying! Gah, I knew I shouldn't have listened to them.
dlga_interrogate5:lord_talk|Well... I have no idea what you are talking about, but I guess I'll leave it alone. You're lucky I'm in a good mood today. Goodbye.
dlga_lord_talk:tlegion1|Are there any challenging tasks for me to do?
dlga_tlegion1:tlegion2|Yes, {playername}. There is a group of Hakkon Eite Deserters that have joined the Third Legion. They are now fleeing somewhere and are very dangerous.  Can you help me defeat them?
dlga_tlegion2:tlegion3|Of course!
dlga_tlegion3:tlegion4|I will reward you well. I do not know their whereabouts at the moment so you will need to locate them by yourself.
dlga_tlegion4:close_window|I will start immediately.
dlga_tlegion4:close_window.1|Maybe another time, my lord.
dlga_lord_talk:victory1.3|I have defeated the deserters, my lord.
dlga_victory1:lord_talk.3|That is pleasing news, {playername}. Thank you for your time and effort. As promised, here is your reward.
dlga_start:fight2.7|Don't try to stop us, fool. We are joining the ranks of the Third Legion, where we will have eternal glory!
dlga_fight2:fight3.6|It took me a long time finding you cowards. Time to die!
dlga_fight3:close_window.5|We warned you.
dlga_lord_talk:rebelhuscarls1|Are there any challenging tasks for me to do?
dlga_rebelhuscarls1:rebelhuscarls2|Yes, {playername}. There is a group of Rebel Huscarls that are causing trouble. They are now fleeing somewhere and are very dangerous.  Can you help me defeat them?
dlga_rebelhuscarls2:rebelhuscarls3|Of course!
dlga_rebelhuscarls3:rebelhuscarls4|I will reward you well. I do not know their whereabouts at the moment so you will need to locate them by yourself.
dlga_rebelhuscarls4:close_window|I will start immediately.
dlga_rebelhuscarls4:close_window.1|Maybe another time, my lord.
dlga_lord_talk:victory1.4|I have defeated the huscarls, my lord.
dlga_victory1:lord_talk.4|That is pleasing news, {playername}. Thank you for your time and effort. As promised, here is your reward.
dlga_start:fight2.8|So the King sent you, eh? He could have at least given us a challenge.
dlga_fight2:fight3.7|It took me a long time finding you cowards. Time to die!
dlga_fight3:close_window.6|Ha-ha! What a joke! I will enjoy crushing you!
dlga_lord_talk:lord_ask_enter_service|{s66}, I have come to offer you my sword in vassalage!
dlga_lord_talk:lord_ask_enter_service.1|{s66}, I wish to become your sworn {reg33?woman:man} and fight for your honour.
dlga_lord_talk:lord_ask_leave_service|{s66}, I wish to be released from my oath to you.
dlga_lord_talk:lord_talk_preoffer|I have an offer for you.
dlga_lord_talk:lord_give_troops|I want to give some troops to you.
dlga_lord_give_troops:lord_pretalk|I can't accomodate any more {reg65?soldiers:men} right now.  My supply lines are overtaxed as it is.
dlga_lord_give_troops:lord_pretalk.1|I have plenty of soldiers at the moment, but I suppose I could accomodate a few more.
dlga_lord_give_troops:lord_pretalk.2|Well, I could use some good soldiers. Thank you.
dlga_lord_talk:lord_give_order_ask|I have a new task for you.
dlga_lord_talk:lord_give_suggestion_ask|May I suggest a course of action?
dlga_lord_give_order_ask:lord_give_order|Yes?
dlga_lord_give_suggestion_ask:lord_give_order|I will gladly follow your direction, {reg33?your Highness:Sire}. If you intend to direct an extensive campaign, however, you may also wish to declare yourself marshal, so there is no cause for confusion.
dlga_lord_give_suggestion_ask:lord_pretalk|My apologies. I don't know you well enough to take your advice.
dlga_lord_give_suggestion_ask:lord_give_order.1|What is it?
dlga_lord_give_order:lord_give_order_answer|Follow me.
dlga_lord_give_order:lord_give_order_answer.1|Will you follow me? I have a plan...
dlga_lord_give_order:lord_give_order_details_ask|Go to...
dlga_lord_give_order:lord_give_order_details_ask.1|Raid around the village of...
dlga_lord_give_order:lord_give_order_details_ask.2|Patrol around...
dlga_lord_give_order:lord_give_order_assault|Together, you and I can take {s11}. You should assault immediately...
dlga_lord_give_order:lord_give_order_details_ask.3|We are under attack, but the enemy can be repulsed. You should ride towards...
dlga_lord_give_order:lord_give_order_details_ask.4|We are under attack, but the enemy can be repulsed. You should assemble the army and march to...
dlga_lord_give_order_assault:lord_pretalk|{s4} is directing this siege. I suggest you speak to {reg4?her:him}
dlga_lord_give_order_assault:lord_pretalk.1|Our preparations are not yet ready. We need another {s11}
dlga_lord_give_order_assault:close_window|Very well -- to the walls!
dlga_lord_give_order:lord_give_order_details_ask.5|There is a fortress which can easily be taken. Go to..
dlga_lord_give_order:lord_give_order_details_ask.6|The enemy is coming in force. Flee in the direction of...
dlga_lord_give_order:lord_give_order_stop|I won't need you for some time. You are free to do as you like.
dlga_lord_give_order:lord_give_order_stop.1|You no longer need to accompany me.
dlga_lord_give_order:lord_pretalk|Never mind.
dlga_lord_give_order_details_ask:lord_pretalk|It is not my way to turn tail and run, without even laying eyes on the enemy.
dlga_lord_give_order_details_ask:lord_pretalk.1|You want me to shed my blood outside a fortress while others stand by and watch? I think not.
dlga_lord_give_order_details_ask:lord_give_order_details|Where?
dlga_lord_give_order_details:lord_give_order_answer|{s1}
dlga_lord_give_order_details:lord_pretalk|Never mind.
dlga_lord_give_order_stop:lord_pretalk|All right. I will stop here.
dlga_lord_give_order_answer:lord_give_order|That would hardly be proper. It would be more appropriate for you to follow me instead. Did you have any other ideas?
dlga_lord_give_order_answer:lord_pretalk|All right. I will do that.{s12}
dlga_lord_give_order_answer:lord_pretalk.1|I am sorry. I need to attend my own business at the moment.
dlga_lord_start:lord_talk.5|What is it?
dlga_lord_talk:lord_give_order_call_to_arms_verify|I want to start a new campaign. Let us assemble the army here.
dlga_lord_give_order_call_to_arms_verify:lord_give_order_call_to_arms_verify_2|You wish to summon all lords for a new campaign?
dlga_lord_give_order_call_to_arms_verify_2:lord_give_order_call_to_arms|Yes. We must gather all our forces before we march on the enemy.
dlga_lord_give_order_call_to_arms_verify_2:lord_pretalk|On second thought, it won't be necessary to summon everyone.
dlga_lord_give_order_call_to_arms:lord_pretalk|All right then. I will send messengers and tell everyone to come here.
dlga_lord_talk:lord_give_order_disband_army_verify|I want to end the campaign and let everyone return home.
dlga_lord_give_order_disband_army_verify:lord_give_order_disband_army_2|You want to end the current campaign and release all lords from duty?
dlga_lord_give_order_disband_army_2:lord_give_order_disband_army|Yes. We no longer need all our forces here.
dlga_lord_give_order_disband_army_2:lord_pretalk|On second thought, it will be better to stay together for now.
dlga_lord_give_order_disband_army:lord_pretalk|All right. I will let everyone know that they are released from duty.
dlga_lord_talk:lord_talk_ask_something|I wish to ask you something.
dlga_lord_talk_ask_something:lord_talk_ask_something_2|Aye? What is it?
dlga_lord_talk_ask_something_2:lord_talk_ask_skill|Have your skills increased since the days when we were travelling companions?
dlga_lord_talk_ask_skill:lord_pretalk|Let me show you...
dlga_lord_talk_ask_something_again:lord_talk_ask_something_2|Is there anything else?
dlga_lord_talk_ask_something_2:lord_talk_ask_location|I want to know the location of someone.
dlga_lord_talk_ask_something_2:lord_talk_ask_skills|I would like to know more about you and your skills.
dlga_lord_talk_ask_skills:lord_pretalk|Well, all right.
dlga_lord_talk_ask_something_2:lord_tell_objective|What are you and your men doing?
dlga_lord_talk_ask_something_2:lord_talk_ask_about_strategy|What is the realm doing?
dlga_lord_talk_ask_about_strategy:lord_pretalk|You should decide that, as you are the marshal.
dlga_lord_talk_ask_something_2:lord_reinf_settings|I wish to talk to you about soldiers you train.
dlga_lord_reinf_settings:lord_reinf_settings_branch|What exactly do you want, {playername}?
dlga_lord_reinf_settings_branch:lord_culture_switch_reply|I want you to start training troops of the culture of my kingdom.
dlga_lord_culture_switch_reply:lord_pretalk|That shall be done, {playername}.
dlga_lord_reinf_settings_branch:lord_culture_switch_back|I want you to return to training troops of your culture.
dlga_lord_culture_switch_back:lord_pretalk|That shall be done, {playername}.
dlga_lord_reinf_settings_branch:lord_use_freelancers|I want you to sign the contract with the Freelancer Guild and start recruiting their soldiers.
dlga_lord_use_freelancers:lord_pretalk|Well, if that's what you wish...
dlga_lord_reinf_settings_branch:lord_dont_use_freelancers|I want you to terminate your contract with the Freelancer Guild and stop using their soldiers.
dlga_lord_dont_use_freelancers:lord_pretalk|Well, if that's what you wish...
dlga_lord_reinf_settings_branch:lord_use_playersmercs|I want you to start training the same soldiers that are trained for me by the Mercenary Guild.
dlga_lord_use_playersmercs:lord_pretalk|All right, if you insist...
dlga_lord_reinf_settings_branch:lord_dont_use_playersmercs|I no longer want you to use mercenaries.
dlga_lord_dont_use_playersmercs:lord_pretalk|All right, if you say so...
dlga_lord_reinf_settings_branch:lord_reinf_settings_branch_back|Never mind.
dlga_lord_reinf_settings_branch_back:lord_pretalk|All right. Is there something else?
dlga_lord_talk_ask_something_2:lord_talk_ask_about_war|How goes the war?
dlga_lord_talk_ask_something_2:lord_change_equipment|CHEAT! I would like to see your equipment.
dlga_lord_change_equipment:lord_pretalk|Well, if you wish so, my liege.
dlga_lord_talk_ask_something_2:lord_marriage_permission|{s19}
dlga_lord_talk_ask_something_2:dplmc_lord_ask_exchange_fief_1|{s19}
dlga_dplmc_lord_ask_exchange_fief_1:lord_pretalk|{s19}
dlga_dplmc_lord_ask_exchange_fief_1:dplmc_lord_exchange_fief_select_1|{s19}
dlga_dplmc_lord_exchange_fief_select_1:dplmc_lord_exchange_fief_select_2|{s1}
dlga_dplmc_lord_exchange_fief_select_1:lord_pretalk|Never mind
dlga_dplmc_lord_exchange_fief_select_2:dplmc_lord_exchange_fief_select_2|{s19}
dlga_dplmc_lord_exchange_fief_select_2:dplmc_lord_exchange_fief_select_3|{s1}
dlga_dplmc_lord_exchange_fief_select_2:lord_pretalk|Never mind
dlga_dplmc_lord_exchange_fief_select_3:dplmc_lord_exchange_fief_confirm|{s14}
dlga_dplmc_lord_exchange_fief_select_3:lord_pretalk|{s14}
dlga_dplmc_lord_exchange_fief_confirm:lord_pretalk|{s14}
dlga_dplmc_lord_exchange_fief_confirm:lord_pretalk.1|Actually, forget about this for now.
dlga_lord_marriage_permission:lord_pretalk|Great heaven, man -- if I haven't given you permission to see her, do you think I'm going to give you permission to marry her?
dlga_lord_marriage_permission:lord_pretalk.1|It is not my way to push my {s11} to marry against her will or her better judgment
dlga_lord_marriage_permission:lord_pretalk.2|Sorry, lad -- I'm not going to make my {s11} marry you, when I'd rather see her married to {s12}
dlga_lord_marriage_permission:lord_marriage_permission_endowment|Splendid news, my young man -- I shall be proud to have you in our family. Now, let us talk the terms of the marriage. As per our custom, the two of us must make sure that {s11} has sufficient finances to support herself, in the event of any unforeseen circumstances..
dlga_lord_marriage_permission_endowment:lord_marriage_permission_endowment_answer|I would say that, taking into consideration the prestige of our two houses, that you can provide a dower of {reg3} aurums, while I will supply a dowry of {reg4} aurums. This shall be her ladyship's property, as a security, lest for any reason you are unable to provide for her. What say you to that?
