str_no_string|NO STRING!
str_we_have_heard_that_travellers_coming_from_s40_were_attacked_on_the_road_s46_by_s39|We have heard that travellers coming from {s40} were attacked on the road {s46} by {s39}
str_travellers_coming_from_s40_traded_here_s46|Travellers coming from {s40} traded here {s46}
str_it_is_still_early_in_the_caravan_season_so_we_have_seen_little_tradings42|It is still early in the caravan season, so we have seen little trading.{s42}
str_there_has_been_very_little_trading_activity_here_recentlys42|There has been very little trading activity here recently.{s42}
str_there_has_some_trading_activity_here_recently_but_not_enoughs42|There has some trading activity here recently, but not enough.{s42}
str_there_has_some_trading_activity_here_recently_but_the_roads_are_dangerouss42|There has some trading activity here recently, but the roads are dangerous.{s42}
str_the_roads_around_here_are_very_dangerouss42|The roads around here are very dangerous.{s42}
str_we_have_received_many_traders_in_town_here_although_there_is_some_danger_on_the_roadss42|We have received many traders in town here, although there is some danger on the roads.{s42}
str_we_have_received_many_traders_in_town_heres42|We have received many traders in town here.{s42}
str_there_is_little_news_about_the_caravan_routes_to_the_towns_of_s44_and_nearby_parts_but_no_news_is_good_news_and_those_are_therefore_considered_safe|There is little news about the caravan routes to the towns of {s44} and nearby parts. But no news is good news, and those are therefore considered safe.
str_s47_also_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe|{s47} Also, the roads to the villages of {s44} and other outlying hamlets are considered safe.
str_however_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe|However, the roads to the villages of {s44} and other outlying hamlets are considered safe.
str_we_have_shortages_of|We have shortages of
str_we_have_adequate_stores_of_all_commodities|We have adequate stores of all commodities
str_s33_and_some_other_commodities|{s33} and some other commodities
str_the_roads_are_full_of_brigands_friend_but_that_name_in_particular_does_not_sound_familiar_good_hunting_to_you_nonetheless|The roads are full of brigands, friend, but that name in particular does not sound familiar. Good hunting to you, nonetheless.
str_less_than_an_hour_ago|less than an hour ago
str_maybe_reg3_hours_ago|maybe {reg3} hours ago
str_reg3_days_ago|{reg3} days ago
str_youre_in_luck_we_sighted_those_bastards_s16_near_s17_hurry_and_you_might_be_able_to_pick_up_their_trail_while_its_still_hot|You're in luck. We sighted those bastards {s16} near {s17}. Hurry, and you might be able to pick up their trail while it's still hot.
str_you_speak_of_claims_to_the_throne_good_there_is_nothing_id_rather_do_than_fight_for_a_good_cause|You speak of claims to the throne. Good. There is nothing I'd rather do than fight for a good cause.
str_you_speak_of_claims_to_the_throne_well_there_is_nothing_id_rather_do_than_fight_for_a_good_cause_but_the_claim_you_make_seems_somewhat_weak|You speak of claims to the throne. Well, there is nothing I'd rather do than fight for a good cause, but the claim you make seems somewhat weak.
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_which_are_sometimes_trod_upon_in_these_sorry_days|I am pleased that you speak of upholding my ancient rights, which are sometimes trod upon in these sorry days.
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_but_sometimes_men_make_pledges_before_they_are_king_which_they_cannot_keep_once_they_take_the_throne|I am pleased that you speak of upholding my ancient rights. But sometimes men make pledges before they are {s14}, which they cannot keep once they take the throne.
str_you_speak_of_protecting_the_commons_well_i_supposed_thats_good_but_sometimes_the_commons_overstep_their_boundaries_im_more_concerned_that_your_claim_be_legal_so_i_can_swing_my_sword_with_a_good_conscience|You speak of protecting the commons. Well, I supposed that's good, but sometimes the commons overstep their boundaries. I'm more concerned that your claim be legal, so I can {s14} with a good conscience.
str_you_speak_of_giving_me_land_good_i_ask_for_no_more_than_my_due|You speak of giving me land. Good. I ask for no more than my due.
str_you_speak_of_giving_me_land_unfortunately_you_are_not_wellknown_for_rewarding_those_to_whom_you_have_made_such_offers|You speak of giving me land. Unfortunately, you are not well-known for rewarding those to whom you have made such offers.
str_you_speak_of_unifying_perisno_well_i_believe_that_well_always_be_fighting__its_important_that_we_fight_for_a_rightful_cause|You speak of unifying Perisno. Well, I believe that we'll always be fighting - it's important that we fight for a rightful cause.
str_you_talk_of_claims_to_the_throne_but_i_leave_bickering_about_legalities_to_the_lawyers_and_clerks|You talk of claims to the throne, but I leave bickering about legalities to the lawyers and clerks.
str_you_speak_of_ruling_justly_hah_ill_believe_theres_such_a_thing_as_a_just_king_when_i_see_one|You speak of ruling justly. Hah! I'll believe there's such a thing as a just {s14} when I see one.
str_you_spoke_of_protecting_the_rights_of_the_nobles_if_you_did_youd_be_the_first_king_to_do_so_in_a_very_long_time|You spoke of protecting the rights of the nobles. If you did, you'd be the first {s14} to do so in a very long time.
str_you_speak_of_giving_me_land_ay_well_lets_see_if_you_deliver|You speak of giving me land. Ay, well, let's see if you deliver.
str_you_speak_of_giving_me_land_bah_youre_not_known_for_delivering_on_your_pledges|You speak of giving me land. Bah. You're not known for delivering on your pledges.
str_you_speak_of_unifying_perisno_well_youve_done_a_good_job_at_making_perisno_bend_its_knee_to_you_so_maybe_thats_not_just_talk|You speak of unifying Perisno. Well, you've done a good job at making Perisno bend its knee to you, so maybe that's not just talk.
str_you_speak_of_unifying_perisno_id_be_impressed_if_i_thought_you_could_do_it_but_unfortunately_you_dont|You speak of unifying Perisno. I'd be impressed if I thought you could do it. But unfortunately, you don't.
str_you_speak_of_claims_to_the_throne_well_any_peasant_can_claim_to_be_a_kings_bastard|You speak of claims to the throne. Well, any peasant can claim to be a king's bastard
str_well_its_a_fine_thing_to_court_the_commons_with_promises_but_what_do_you_have_to_offer_me|Well, it's a fine thing to court the commons with promises, but what do you have to offer me?
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected|You speak of protecting the rights of {s15}. That would make a fine change, if my rights as {s14} would be respected.
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected_however_it_is_easy_for_you_to_make_promises_while_you_are_weak_that_you_have_no_intention_of_keeping_when_you_are_strong|You speak of protecting the rights of {s15}. That would make a fine change, if my rights as {s14} would be respected. However, it is easy for you to make promises while you are weak, that you have no intention of keeping when you are strong.
str_you_speak_of_giving_me_land_well_my_family_is_of_ancient_and_noble_lineage_so_you_promise_me_no_more_than_my_due_still_your_gesture_is_appreciated|You speak of giving me land. Well, my family is of ancient and noble lineage, so you promise me no more than my due. Still, your gesture is appreciated.
str_you_speak_of_giving_me_land_well_you_make_that_pledge_but_i_am_not_impressed|You speak of giving me land. Well, you make that pledge, but I am not impressed.
str_you_speak_of_unifying_perisno_well_much_of_this_land_now_bends_its_knee_to_you_so_perhaps_that_is_not_just_talk|You speak of unifying Perisno. Well, much of this land now bends its knee to you, so perhaps that is not just talk.
str_you_speak_of_unifying_perisno_but_right_now_yours_is_just_one_squabbling_faction_among_many|You speak of unifying Perisno, but right now yours is just one squabbling faction among many.
str_you_speak_of_claims_well_no_offense_but_a_claim_unsupported_by_might_rarely_prospers|You speak of claims. Well, no offense, but a claim unsupported by might rarely prospers.
str_you_speak_of_protecting_the_commons_well_i_suppose_that_will_make_for_a_more_prosperous_realm_ive_always_tried_to_treat_my_peasants_decently_saves_going_to_bed_worrying_about_whether_youll_wake_up_with_the_roof_on_fire|You speak of protecting the commons. Well, I suppose that will make for a more prosperous realm. I've always tried to treat my peasants decently. Saves going to bed worrying about whether you'll wake up with the roof on fire.
str_you_speak_of_protecting_the_commons_very_well_but_remember_that_peasants_are_more_likely_to_cause_trouble_if_you_make_promises_then_dont_deliver_than_if_you_never_made_the_promise_in_the_first_place|You speak of protecting the commons. Very well. But remember that peasants are more likely to cause trouble if you make promises then don't deliver, than if you never made the promise in the first place.
str_you_speak_of_protecting_the_rights_of_lords_good_youd_be_well_advised_to_do_that__men_fight_better_for_a_king_wholl_respect_their_rights|You speak of protecting the rights of {s14}. Good. You'd be well advised to do that -- men fight better for a {s15} who'll respect their rights.
str_you_speak_of_protecting_the_rights_of_lords_very_well_but_remember__failing_to_keep_promises_which_you_made_while_scrambling_up_the_throne_is_the_quickest_way_to_topple_off_of_it_once_you_get_there|You speak of protecting the rights of {s14}. Very well. But remember -- failing to keep promises which you made while scrambling up the throne is the quickest way to topple off of it once you get there.
str_you_speak_of_giving_me_land_very_good_but_often_i_find_that_when_a_man_makes_too_many_promises_trying_to_get_to_the_top_he_has_trouble_keeping_them_once_he_reaches_it|You speak of giving me land. Very good, but often I find that when a man makes too many promises trying to get to the top, he has trouble keeping them once he reaches it.
str_you_speak_of_unifying_perisno_well_many_have_said_that_you_might_very_well_be_the_one_to_do_it|You speak of unifying Perisno. Well, many have said that, you might very well be the one to do it.
str_you_speak_of_unifying_perisno_well_all_the_kings_say_that_im_not_sure_that_you_will_succeed_while_they_fail|You speak of unifying Perisno. Well, all the kings say that. I'm not sure that you will succeed while they fail.
str_you_speak_of_claims_do_you_think_i_care_for_the_nattering_of_lawyers|You speak of claims. Do you think I care for the nattering of lawyers?
str_you_speak_of_protecting_the_commons_how_kind_of_you_i_shall_tell_my_swineherd_all_about_your_sweet_promises_no_doubt_he_will_become_your_most_faithful_vassal|You speak of protecting the commons. How kind of you! I shall tell my {s14} all about your sweet promises. No doubt he will become your most faithful vassal.
str_you_speak_of_protecing_the_rights_of_lords_such_sweet_words_but_ill_tell_you_this__the_only_rights_that_are_respected_in_this_world_are_the_rights_to_dominate_whoever_is_weaker_and_to_submit_to_whoever_is_stronger|You speak of protecing the rights of {s14}. Such sweet words! But I'll tell you this -- the only rights that are respected in this world are the rights to dominate whoever is weaker, and to submit to whoever is stronger.
str_you_speak_of_giving_me_land_yes_very_good__but_you_had_best_deliver|You speak of giving me land. Yes, very good -- but you had best deliver.
str_you_speak_of_giving_me_land_hah_perhaps_all_those_others_to_whom_you_promised_lands_will_simply_step_aside|You speak of giving me land. Hah! Perhaps all those others to whom you promised lands will simply step aside?
str_you_speak_of_unifying_perisno_you_may_indeed_humble_the_other_kings_of_this_land_and_in_that_case_i_would_hope_that_you_would_remember_me_as_your_faithful_servant|You speak of unifying Perisno. You may indeed humble the other kings of this land, and in that case I would hope that you would remember me as your faithful servant.
str_you_speak_of_unifying_perisno_but_you_are_weak_and_i_think_that_you_will_remain_weak|You speak of unifying Perisno. But you are weak, and I think that you will remain weak.
str_you_speak_of_claims_its_good_for_a_king_to_have_a_strong_claim_although_admittedly_im_more_concerned_that_he_rules_just_ly_than_with_legalities_anyway_your_claim_seems_wellfounded_to_me|You speak of claims. It's good for a {s14} to have a strong claim, although admittedly I'm more concerned that he rules justly than with legalities. Anyway, your claim seems well-founded to me.
str_you_speak_of_claims_but_your_claim_seems_a_bit_weak_to_me|You speak of claims, but your claim seems a bit weak to me.
str_you_speak_of_protecting_the_commons_i_like_that_my_tenants_are_a_happy_lot_i_think_but_i_hear_of_others_in_other_estates_that_arent_so_fortunate|You speak of protecting the commons. I like that. My tenants are a happy lot, I think, but I hear of others in other estates that aren't so fortunate.
str_you_speak_of_protecting_the_commons_im_glad_to_hear_you_say_that_but_do_me_a_favor__dont_promise_the_commons_anything_you_cant_deliver_thats_a_sure_way_to_get_them_to_rebel_and_it_breaks_my_heart_to_have_to_put_them_down|You speak of protecting the commons. I'm glad to hear you say that. But do me a favor -- don't promise the commons anything you can't deliver. That's a sure way to get them to rebel, and it breaks my heart to have to put them down.
str_you_speak_of_protecting_the_rights_of_lords_well_very_good_i_suppose_but_you_know__we_lords_can_take_of_ourselves_its_the_common_folk_who_need_a_strong_king_to_look_out_for_them_to_my_mind|You speak of protecting the rights of {s14}. Well, very good, I suppose. But you know -- we {s14} can take of ourselves. It's the common folk who need a strong {s15} to look out for them, to my mind.
str_you_speak_of_giving_me_land_its_kind_of_you_really_though_that_is_not_necessary|You speak of giving me land. It's kind of you. Really, though, that is not necessary.
str_you_speak_of_unifying_perisno_well_maybe_you_can_unite_this_land_by_the_sword_but_im_not_sure_that_this_will_make_you_a_good_ruler|You speak of unifying Perisno. Well, maybe you can unite this land by the {s14}. But I'm not sure that this will make you a good ruler.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_and_yours_is_wellestablished|You speak of claims. A {s14} must have a strong legal claim for there not to be chaos in the realm, and yours is well-established.
str_you_speak_of_claims_a_king_must_have_a_strong_legal_claim_for_there_not_to_be_chaos_in_the_realm_but_your_claim_is_not_so_strong|You speak of claims. A {s14} must have a strong legal claim for there not to be chaos in the realm, but your claim is not so strong.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|You speak of protecting the rights of lords. It is of course important that a {s14} respect the rights of his vassals, although I worry that a {s14} who took a throne without proper cause would not rule with justice.
str_you_speak_of_protecting_the_rights_of_lords_it_is_of_course_important_that_a_king_respect_the_rights_of_his_vassals_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|You speak of protecting the rights of {s15}. It is of course important that a {s14} respect the rights of his vassals. However, I would like to know that you would indeed deliver on your promises.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|You speak of protecting the commons. I would be pleased to serve a {s14} who respected the rights of his subjects, although I worry that a {s14} who took a throne without proper cause would not rule with justice.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|You speak of protecting the commons. I would be pleased to serve a {s14} who respected the rights of his subjects. However, I would like to know that you would indeed deliver on your promises.
str_i_am_not_swayed_by_promises_of_reward|I am not swayed by promises of reward
str_you_speak_of_unifying_perisno_it_would_be_good_to_bring_peace_to_the_realm_and_i_believe_that_you_are_strong_enough_to_do_so|You speak of unifying Perisno. It would be good to bring peace to the realm, and I believe that you are strong enough to do so.
str_you_speak_of_unifying_perisno_it_would_be_good_to_bring_peace_the_realm_but_with_your_kingdom_in_its_current_state_i_worry_that_you_are_just_bringing_more_discord|You speak of unifying Perisno. It would be good to bring peace the realm, but with your kingdom in its current state, I worry that you are just bringing more discord.
str_my_s11_s15|my {s11} {s15}
str_my_s11_s18|My {s11} {s18}
str_the_socalled_s11_s18|The so-called {s11} {s18}
str_s18_would_cheat_me_of_my_inheritance_by_heaven_i_know_my_rights_and_im_not_going_to_back_down|{s18} would cheat me of my inheritance. By heaven, I know my rights, and I'm not going to back down.
str_s18_once_questioned_my_honour_and_my_bravery_i_long_for_the_day_when_i_can_meet_him_in_battle_and_make_him_retract_his_statement|{s18} once questioned my honour and my bravery. I long for the day when I can meet {reg3?her:him} in battle, and make {reg3?her:him} retract {reg3?her:his} statement.
str_s18_once_questioned_my_judgment_in_battle_by_heaven_would_he_have_us_shirk_our_duty_to_smite_our_sovereigns_foes|{s18} once questioned my judgment in battle. By heaven, would {reg3?she:he} have us shirk our duty to smite our sovereign's foes?
str_s18_seems_to_think_he_has_the_right_to_some_of_my_property_well_he_does_not|{s18} seems to think {reg3?she:he} has the right to some of my property. Well, {reg3?she:he} does not.
str_s18_once_took_something_i_said_amiss_stubborn_bastard_wont_give_it_up_and_keeps_trying_to_get_me_to_recant_my_words|{s18} once took something I said amiss. Stubborn {reg3?bitch:bastard} won't give it up, and keeps trying to get me to recant my words.
str_s18_is_a_crafty_weasel_and_i_dont_trust_him_one_bit|{s18} is a crafty weasel, and I don't trust {reg3?her:him} one bit.
str_s18_i_despite_him_he_puts_on_such_a_nauseating_display_of_virtue_and_thinks_nothing_of_insulting_his_betters|{s18}? I despise {reg3?her:him}. {reg3?She:He} puts on such a nauseating display of virtue, and thinks nothing of insulting {reg3?her:his} betters.
str_s18_entered_into_a_little_deal_with_me_and_is_now_trying_to_wriggle_out_of_it|{s18} entered into a little deal with me and is now trying to wriggle out of it.
str_s18_once_ran_an_errand_for_me_and_now_thinks_i_owe_him_something_i_owe_his_ilk_nothing|{s18} once ran an errand for me, and now thinks I owe {reg3?her:him} something. I owe {reg3?her:his} ilk nothing.
str_s18_is_soft_and_weak_and_not_fit_to_govern_a_fief_and_i_have_always_detested_him|{s18} is soft, and weak, and not fit to govern a fief, and I have always detested {reg3?her:him}.
str_s18_is_a_quarrelsome_oaf_and_a_liability_in_my_opinion_and_ive_let_him_know_as_much|{s18} is a quarrelsome oaf and a liability, in my opinion, and I've let {reg3?her:him} know as much.
str_s18_i_am_sorry_to_say_is_far_too_softhearted_a_man_to_be_given_any_kind_of_responsibility_his_chivalry_will_allow_the_enemy_to_flee_to_fight_another_day_and_will_cost_the_lives_of_my_own_faithful_men|{s18}, I am sorry to say, is far too softhearted a {reg3?woman:man} to be given any kind of responsibility. {reg3?Her:His} chivalry will allow the enemy to flee to fight another day, and will cost the lives of my own faithful {reg65?soldiers:men}.
str_s18_seems_to_have_something_against_me_for_some_reason_i_dont_like_to_talk_ill_of_people_but_i_think_hes_can_be_a_bit_of_a_cad_sometimes|{s18} seems to have something against me, for some reason. I don't like to talk ill of people, but I think {reg3?she:he} can be a bit of a cad, sometimes.
str_s18_has_always_treated_me_contemptuously_although_i_have_done_him_no_wrong|{s18} has always treated me contemptuously, although I have done {reg3?her:him} no wrong.
str_s18_is_thoroughly_dishonorable_and_a_compulsive_spinner_of_intrigues_which_i_fear_will_drag_us_into_wars_or_incite_rebellions|{s18} is thoroughly dishonorable, and a compulsive spinner of intrigues which I fear will drag us into wars or incite rebellions.
str_s18_disappoints_me_i_once_scolded_for_his_rashness_in_battle_and_he_took_offense_i_do_not_care_to_apologize_for_my_efforts_to_save_his_life_and_the_lives_of_his_men|{s18} disappoints me. I once scolded {reg3?her:him} for {reg3?her:his} rashness in battle, and {reg3?she:he} took offense. I do not care to apologize for my efforts to save {reg3?her:his} life, and the lives of {reg3?her:his} {reg3?soldiers:men}.
str_s18_squanders_money_and_carouses_in_a_way_most_unbefitting_a_noble_by_doing_so_he_disgraces_us_all|{s18} squanders money and carouses in a way most unbefitting a noble. By doing so, {reg3?she:he} disgraces us all.
str_s18_has_been_speaking_ill_of_me_behind_my_back_or_so_they_say|{s18} has been speaking ill of me behind my back, or so they say.
str_s18_is_a_disgrace_reg3shehe_consorts_with_merchants_lends_money_at_interest_uses_coarse_language_and_shows_no_attempt_to_uphold_the_dignity_of_the_honor_bestowed_upon_reg3herhim|{s18} is a disgrace. {reg3?She:He} consorts with merchants, lends money at interest, uses coarse language, and shows no attempt to uphold the dignity of the honor bestowed upon {reg3?her:him}.
str_s18_has_condemned_me_for_engaging_in_commerce_what_could_possibly_be_wrong_with_that|{s18} has condemned me for engaging in commerce. What could possibly be wrong with that?
str_s18_i_have_heard_has_been_encouraging_seditious_ideas_among_the_peasantry__a_foolish_move_which_endangers_us_all|{s18}, I have heard, has been encouraging seditious ideas among the peasantry -- a foolish move which endangers us all.
str_s18_has_called_me_out_for_the_way_i_deal_with_my_tenants_well_so_be_it_if_i_teach_them_that_they_are_the_equal_of_anyone_with_socalled_gentle_blood_what_is_it_to_reg3herhim|{s18} has called me out for the way I deal with my tenants. Well, so be it. If I teach them that they are the equal of anyone with so-called 'gentle' blood, what is it to {reg3?her:him}?
str_a_most_gallant_gentleman_who_knows_how_to_treat_a_lady|a most gallant {reg3?gentlewoman:gentleman}, who knows how to treat a {reg65?lady:young man}
str_a_base_cad|a base cad
str_a_man_who_treats_me_as_his_equal_which_is_rare|{reg3?{reg65?someone:a woman}:a man} who treats me as {reg3?her:his} equal, which is rare
str_appears_to_value_me_with_his_estate_and_his_horse_as_prizes_worth_having|appears to value me with {reg3?her:his} estate and {reg3?her:his} horse as prizes worth having
str_a_bit_dull_but_what_can_you_expect|a bit dull, but what can you expect...
str_the_man_whom_destiny_intends_for_me|the {reg3?one:man} whom destiny intends for me
str_is_not_right_for_me__i_cannot_say_why_but_he_makes_my_skin_crawl|is not right for me - I cannot say why, but {reg3?she:he} makes my skin crawl
str_is_a_man_who_clearly_intends_to_make_his_mark_in_the_world|is a {reg3?woman:man} who clearly intends to make {reg3?her:his} mark in the world
str_is_a_layabout_a_naif_prey_for_others_who_are_cleverer_than_he|is a lay-about, a naif, prey for others who are cleverer than {reg3?she:he}
str_is_a_man_of_stalwart_character|is a {reg3?woman:man} of stalwart character
str_appears_to_be_a_man_of_low_morals|appears to be a {reg3?woman:man} of low morals
str_appears_to_be_a_man_who_lacks_selfdiscipline|appears to be a {reg3?woman:man} who lacks self-discipline
str_bandits_attacked_a_party_on_the_roads_so_a_bounty_is_probably_available|Bandits attacked a party on the roads, so a bounty is probably available
str_total_additions_reg4|Total additions: {reg4}
str_total_subtractions_reg4|Total subtractions: {reg4}
str_s11_relocates_to_s10|{s11} relocates to {s10}.
str_s3_marries_s4_at_s5|{s3} marries {s4} at {s5}
str__i_must_attend_to_this_matter_before_i_worry_about_the_affairs_of_the_realm| I must attend to this matter before I worry about the affairs of the realm.
str_the_other_matter_took_precedence|The other matter took precedence.
str_i_cannot_leave_this_fortress_now_as_it_is_under_siege|I cannot leave this fortress now, as it is under siege.
str_after_all_we_are_under_siege|After all, we are under siege.
str_we_are_not_strong_enough_to_face_the_enemy_out_in_the_open|We are not strong enough to face the enemy out in the open.
str_i_should_probably_seek_shelter_behind_some_stout_walls|I should probably seek shelter behind some stout walls.
str_enemies_are_reported_to_be_nearby_and_we_should_stand_ready_to_either_man_the_walls_or_sortie_out_to_do_battle|Enemies are reported to be nearby, and we should stand ready to either man the walls or sortie out to do battle.
str_the_enemy_is_nearby|The enemy is nearby.
str_as_the_marshall_i_am_assembling_the_army_of_the_realm|As the marshal, I am assembling the army of the realm.
str_as_the_marshall_i_am_assembling_the_army_of_the_realm_and_travel_to_lands_near_s10_to_inform_more_vassals|As the marshal, I am assembling the army of the realm. We are travelling to the region of {s10} to inform more vassals.
str_i_intend_to_assemble_the_army_of_the_realm|I intend to assemble the army of the realm.
str_as_the_marshall_i_am_leading_the_siege|As the marshal, I am leading the siege.
str_i_intend_to_begin_the_siege|I intend to begin the siege.
str_as_the_marshall_i_am_leading_our_raid|As the marshal, I am leading our raid.
str_i_intend_to_start_our_raid|I intend to start our raid.
str_as_the_marshall_i_am_leading_our_forces_in_search_of_the_enemy|As the marshal, I am leading our forces in search of the enemy.
str_i_intend_to_lead_our_forces_out_to_find_the_enemy|I intend to lead our forces out to find the enemy.
str_as_the_marshall_i_am_leading_our_forces_to_engage_the_enemy_in_battle|As the marshal, I am leading our forces to engage the enemy in battle.
str_i_intend_to_lead_our_forces_out_to_engage_the_enemy|I intend to lead our forces out to engage the enemy.
str_i_dont_have_enough_troops_and_i_need_to_get_some_more|I don't have enough troops, and I need to get some more.
str_i_am_running_low_on_troops|I am running low on troops.
str_we_are_following_your_direction|We are following your direction.
str_i_need_to_make_preparations_for_your_wedding|I need to make preparations for your wedding.
str_after_all_i_need_to_make_preparations_for_your_wedding|After all, I need to make preparations for your wedding.
str_i_am_heading_to_the_site_of_our_wedding|I am heading to the site of our wedding.
str_after_all_we_are_soon_to_be_wed|After all, we are soon to be wed!
str_i_am_hosting_a_feast_there|I am hosting a feast there.
str_i_have_a_feast_to_host|I have a feast to host.
str_i_am_to_be_the_bridegroom_there|I am to be the bridegroom there.
str_my_wedding_day_draws_near|My wedding day draws near.
str_i_have_too_much_loot_and_too_many_prisoners_and_need_to_secure_them|I have too much loot and too many prisoners, and need to secure them.
str_i_should_think_of_dropping_off_some_of_my_prisoners|I should think of dropping off some of my prisoners.
str_i_need_to_reinforce_it_as_it_is_poorly_garrisoned|I need to reinforce it, as it is poorly garrisoned.
str_there_is_a_hole_in_our_defenses|There is a hole in our defenses.
str_i_am_following_the_marshals_orders|I am following the marshal's orders.
str_the_marshal_has_given_me_this_command|The marshal has given me this command.
str_i_am_answering_the_marshals_summons|I am answering the marshal's summons.
str_our_realm_needs_my_support_there_is_enemy_raiding_one_of_our_villages_which_is_not_to_far_from_here_i_am_going_there|Our realm needs my support. There is enemy raiding one of our villages which is not to far from here. I am going there.
str_the_marshal_has_issued_a_summons|The marshal has issued a summons.
str_comradeinarms|comrade-in-arms.
str_i_am_supporting_my_s11_s10|I am supporting my {s11} {s10}.
str_i_believe_that_one_of_my_comrades_is_in_need|I believe that one of my comrades is in need.
str_a_fortress_is_vulnerable|A fortress is vulnerable.
str_i_believe_that_the_enemy_may_be_vulnerable|I believe that the enemy may be vulnerable.
str_i_need_to_inspect_my_properties_and_collect_my_dues|I need to inspect my properties and collect my dues.
str_it_has_been_too_long_since_i_have_inspected_my_estates|It has been too long since I have inspected my estates.
str_my_men_are_weary_so_we_are_returning_home|My men are weary, so we are returning home.
str_my_men_are_becoming_weary|My men are becoming weary.
str_i_have_a_score_to_settle_with_the_lord_there|I have a score to settle with the lord there.
str_i_am_thinking_of_settling_an_old_score|I am thinking of settling an old score.
str_i_am_short_of_money_and_i_hear_that_there_is_much_wealth_there|I am short of money, and I hear that there is much wealth there.
str_i_need_to_refill_my_purse_preferably_with_the_enemys_money|I need to refill my purse, preferably with the enemy's money.
str_by_striking_at_the_enemys_richest_lands_perhaps_i_can_draw_them_out_to_battle|By striking at the enemy's richest lands, perhaps I can draw them out to battle!
str_i_am_thinking_of_going_on_the_attack|I am thinking of going on the attack.
str_perhaps_if_i_strike_one_more_blow_we_may_end_this_war_on_our_terms_|Perhaps, if I strike one more blow, we may end this war on our terms. 
str_we_may_be_able_to_bring_this_war_to_a_close_with_a_few_more_blows|We may be able to bring this war to a close with a few more blows.
str_i_wish_to_attend_the_feast_there|I wish to attend the feast there.
str_there_is_a_feast_which_i_wish_to_attend|There is a feast which I wish to attend.
str_there_is_a_fair_lady_there_whom_i_wish_to_court|There is a fair lady there, whom I wish to court.
str_i_have_the_inclination_to_pay_court_to_a_fair_lady|I have the inclination to pay court to a fair lady.
str_we_have_heard_reports_that_the_enemy_is_in_the_area|We have heard reports that the enemy is in the area.
str_i_have_heard_reports_of_enemy_incursions_into_our_territory|I have heard reports of enemy incursions into our territory.
str_i_need_to_spend_some_time_with_my_household|I need to spend some time with my household.
str_it_has_been_a_long_time_since_i_have_been_able_to_spend_time_with_my_household|It has been a long time since I have been able to spend time with my household.
str_i_am_watching_the_borders|I am watching the borders.
str_i_may_be_needed_to_watch_the_borders|I may be needed to watch the borders.
str_i_will_guard_the_areas_near_my_home|I will guard the areas near my home...
str_i_am_perhaps_needed_most_at_home|I am perhaps needed most at home.
str_i_cant_think_of_anything_better_to_do|I can't think of anything better to do...
str_i_am_completing_what_i_have_already_begun|I am completing what I have already begun.
str_i_dont_even_have_a_home_to_which_to_return|I don't even have a home to which to return.
str__i_am_acting_independently_because_no_marshal_is_appointed| I am acting independently, because no marshal is appointed.
str__i_am_acting_independently_because_our_marshal_is_currently_indisposed| I am acting independently, because our marshal is currently indisposed.
str__i_am_acting_independently_because_our_realm_is_currently_not_on_campaign| I am acting independently, because our realm is currently not on campaign.
str__i_am_not_accompanying_the_marshal_because_i_fear_that_he_may_lead_us_into_disaster| I am not accompanying the marshal, because I fear that he may lead us into disaster.
str_i_am_not_accompanying_the_marshal_because_i_question_his_judgment| I am not accompanying the marshal, because I question his judgment.
str_i_am_not_accompanying_the_marshal_because_i_can_do_greater_deeds| I am not accompanying the marshal, because I can do greater deeds.
str__s16_has_kept_us_on_campaign_on_far_too_long_and_there_are_other_pressing_matters_to_which_i_must_attend| {s16} has kept us on campaign on far too long, and there are other pressing matters to which I must attend.
str__i_am_not_participating_in_the_marshals_campaign_because_i_do_not_know_where_to_find_our_main_army| I am not participating in the marshal's campaign, because I do not know where to find our main army.
str__i_am_acting_independently_although_some_enemies_have_been_spotted_within_our_borders_they_havent_come_in_force_and_the_local_troops_should_be_able_to_dispatch_them| I am acting independently. Although some enemies have been spotted within our borders, they haven't come in force and the local troops should be able to dispatch them.
str__the_needs_of_the_realm_must_come_first| The needs of the realm must come first.
